DuftnoteID,Duftnote,AllgemeineDuftnote,Duftgruppen
3394,türkischer Rhabarber,türkischer Rhabarber,Fruchtige-Noten
3395,Verdox,Verdox,
3396,Walnuss,Nüsse,Fruchtige-Noten
3397,Wassermelonenlimonade,Wassermelonenlimonade,Fruchtige-Noten
3398,Wüstendattel,Wüstendattel,Fruchtige-Noten
3399,Wüstendattel Absolue,Wüstendattel Absolue,Fruchtige-Noten
3400,Boysenbeere,Boysenbeere,
3401,Brombeere,Brombeere,
3402,Cranberry,Cranberry,
3403,Erdbeere,Erdbeere,
3404,Goji-Beere,Goji-Beere,
3405,Heidelbeere,Heidelbeere,
3406,Himbeere,Himbeere,
3407,Johannisbeere,Johannisbeere,
3408,Kratzbeere,Kratzbeere,
3409,Maulbeere,Maulbeere,
3410,Preiselbeere,Preiselbeere,
3411,rote Früchte,rote Früchte,Fruchtige-Noten
3412,Rote Johannisbeere,Rote Johannisbeere,
3413,Schwarze Johannisbeere,Schwarze Johannisbeere,
3414,Stachelbeere,Stachelbeere,
3415,weiße Johannisbeere,weiße Johannisbeere,
3416,Açaí,Açaí,
3417,Allackerbeere,Allackerbeere,
3418,Amerikanische Heidelbeere Absolue,Amerikanische Heidelbeere Absolue,
3419,Amerikanische Kermesbeere,Amerikanische Kermesbeere,
3420,Baumstammkirsche,Baumstammkirsche,Fruchtige-Noten
3421,Beeren-Sorbet,Beeren-Sorbet,Fruchtige-Noten
3422,Beerencreme,Beerencreme,Fruchtige-Noten
3423,Beerenkuchen,Beerenkuchen,Fruchtige-Noten
3424,Beerenmousse,Beerenmousse,Fruchtige-Noten
3425,Beerensirup,Beerensirup,Fruchtige-Noten
3426,chinesische Beeren,chinesische Beeren,Fruchtige-Noten
3427,Chinesische Jujube,Chinesische Jujube,
3428,dänische rote Beeren,dänische rote Beeren,Fruchtige-Noten
3429,Eibenbeere,Eibenbeere,Holzige-Noten
3430,Erdbeerbaumbeere,Erdbeerbaumbeere,
3431,exotische Beeren,exotische Beeren,Fruchtige-Noten
3432,gefrostete Preiselbeere,gefrostete Preiselbeere,
3433,grüne Beeren,grüne Beeren,Fruchtige-Noten
3434,italienische Himbeere,italienische Himbeere,
3435,Loganbeere,Loganbeere,
3436,Maulbeere Absolue,Maulbeere Absolue,
3437,Moltebeere,Moltebeere,
3438,Nachtschattenbeere,Nachtschattenbeere,Grüne-Noten
3439,norwegische Moltebeere,norwegische Moltebeere,
3440,Preiselbeermarmelade,Preiselbeermarmelade,
3441,rote Beeren,rote Beeren,Fruchtige-Noten
3442,rote Beeren CO,rote Beeren CO,Fruchtige-Noten
3443,rote Beeren-Sorbet,rote Beeren-Sorbet,Fruchtige-Noten
3444,russische Himbeere,russische Himbeere,
3445,schottische Blaubeere,schottische Blaubeere,
3446,schottische Himbeere,schottische Himbeere,
3447,Schwarze Krähenbeere,Schwarze Krähenbeere,
3448,schwedische Stachelbeere,schwedische Stachelbeere,
3449,Shallon-Scheinbeere,Shallon-Scheinbeere,
3450,spanische Heidelbeere,spanische Heidelbeere,
3451,tasmanische rote Beeren,tasmanische rote Beeren,Fruchtige-Noten
3452,Taybeere,Taybeere,
3453,thailändische Heidelbeere,thailändische Heidelbeere,
3454,Tollkirsche,Tollkirsche,Fruchtige-Noten
3455,tropische Beeren,tropische Beeren,Fruchtige-Noten
3456,Waldbeeren,Waldbeeren,
3457,Waldbeeren-Sorbet,Waldbeeren-Sorbet,Gourmand-Noten
3458,weiße Beeren,weiße Beeren,Fruchtige-Noten
3459,Ananas,Ananas,
3460,Apfel,Apfel,Fruchtige-Noten
3461,Aprikose,Aprikose,
3462,Banane,Banane,Fruchtige-Noten
3463,Birne,Birne,
3464,Dattel,Dattel,
3465,Granatapfel,Apfel,Fruchtige-Noten
3466,Guave,Guave,
3467,Jackfrucht,Jackfrucht,
3468,Kaki,Kaki,
3469,Kaktusfeige,Kaktusfeige,Grüne-Noten
3470,Kirsche,Kirsche,Fruchtige-Noten
3471,Kiwi,Kiwi,
3472,Litschi,Litschi,
3473,Mango,Mango,
3474,Mirabelle,Mirabelle,
3475,Nektarine,Nektarine,Blumige-Noten
3476,Papaya,Papaya,
3477,Passionsfrucht,Passionsfrucht,
3478,Pfirsich,Pfirsich,Fruchtige-Noten
3479,Pflaume,Pflaume,Fruchtige-Noten
3480,Quitte,Quitte,
3481,Ume,Ume,
3482,Wassermelone,Wassermelone,Fruchtige-Noten
3483,Weintraube,Weintraube,Alkoholische-Noten
3484,afrikanische Birne,afrikanische Birne,
3485,ägyptische Mango,ägyptische Mango,
3486,ägyptischer grüner Apfel,Apfel,Fruchtige-Noten
3487,Ajwa-Dattel,Ajwa-Dattel,
3488,amerikanische pinke Grapefruit,Grapefruit,Zitrische-Noten
3489,arabische Dattel,arabische Dattel,
3490,argentinische Orange,argentinische Orange,Zitrische-Noten
3491,asiatische Früchte,asiatische Früchte,Fruchtige-Noten
3492,Banane CO,Banane CO,Fruchtige-Noten
3493,Black Oxford-Apfel,Apfel,Fruchtige-Noten
3494,blaue Java-Banane,blaue Java-Banane,Fruchtige-Noten
3495,brasilianische Guave,brasilianische Guave,
3496,Brotfrucht,Brotfrucht,
3497,Burlat-Kirsche,Burlat-Kirsche,Fruchtige-Noten
3498,Camu-Camu,Camu-Camu,
3499,Capulin-Kirsche,Capulin-Kirsche,Fruchtige-Noten
3500,Cherimoya,Cherimoya,
3501,Diamond-Jubilee-Apfel,Apfel,Fruchtige-Noten
3502,Drachenfrucht,Drachenfrucht,
3503,Durianfrucht,Durianfrucht,
3504,Durianfrucht Absolue,Durianfrucht Absolue,
3505,Erdbeer-Guave,Erdbeer-Guave,
3506,exotische Früchte,exotische Früchte,Fruchtige-Noten
3507,Fensterblattfrucht,Fensterblattfrucht,
3508,französische Erdbeere,französische Erdbeere,
3509,Gariguette-Erdbeere,Gariguette-Erdbeere,
3510,gebackene Birne,gebackene Birne,
3511,geeiste Bergamotte,Bergamotte,Zitrische-Noten
3512,geeiste Grapefruit,Grapefruit,Zitrische-Noten
3513,geeiste Litschi,geeiste Litschi,
3514,gefrostete Ananas,Ananas,
3515,gefrostete Erdbeere,gefrostete Erdbeere,
3516,gefrostete Nektarine,gefrostete Nektarine,Blumige-Noten
3517,gefrosteter Pfirsich,gefrosteter Pfirsich,Fruchtige-Noten
3518,gelbe Früchte,gelbe Früchte,Fruchtige-Noten
3519,geräucherte Grapefruit,Grapefruit,Zitrische-Noten
3520,geröstete Banane,geröstete Banane,Fruchtige-Noten
3521,gerösteter Pfirsich,gerösteter Pfirsich,Fruchtige-Noten
3522,gesalzene Früchte,gesalzene Früchte,Fruchtige-Noten
3523,getrocknete Früchte,getrocknete Früchte,Fruchtige-Noten
3524,Granatapfel Absolue,Apfel,Fruchtige-Noten
3525,Grapefruit Absolue,Grapefruit,Zitrische-Noten
3526,grüne Früchte,grüne Früchte,Fruchtige-Noten
3527,grüner Apfel-Bonbon,Apfel,Fruchtige-Noten
3528,Hassaku-Apfelsine,Apfel,Fruchtige-Noten
3529,Herbstfrüchte,Herbstfrüchte,
3530,indische Ananas,Ananas,
3531,italienische Erdbeere,italienische Erdbeere,
3532,italienische pinke Grapefruit,Grapefruit,Zitrische-Noten
3533,italienischer grüner Apfel,Apfel,Fruchtige-Noten
3534,jamaikanische Cherimoya,jamaikanische Cherimoya,
3535,Jenipapo-Frucht,Jenipapo-Frucht,
3536,kalabrischer grüner Apfel,Apfel,Fruchtige-Noten
3537,kalifornische Erdbeere,kalifornische Erdbeere,
3538,kalifornische Passionsfrucht,kalifornische Passionsfrucht,
3539,kandierte Birne,kandierte Birne,
3540,kandierte Erdbeere,kandierte Erdbeere,
3541,kandierte Früchte,kandierte Früchte,Fruchtige-Noten
3542,kandierte Kiwi,kandierte Kiwi,
3543,kandierte Litschi,kandierte Litschi,
3544,kandierte Pflaume,kandierte Pflaume,Fruchtige-Noten
3545,kandierte Sternfrucht,kandierte Sternfrucht,
3546,karamellisierte Dattel,karamellisierte Dattel,
3547,karamellisierter Apfel,Apfel,Fruchtige-Noten
3548,karibische Früchte,karibische Früchte,Fruchtige-Noten
3549,Khadrawi-Dattel,Khadrawi-Dattel,
3550,Khola-Dattel,Khola-Dattel,
3551,Kiwano,Kiwano,
3552,Lansifrucht,Lansifrucht,
3553,Litschi Absolue,Litschi Absolue,
3554,Longan,Longan,
3555,Maclura-Frucht,Maclura-Frucht,
3556,Maninka-Frucht,Maninka-Frucht,
3557,marokkanische Dattel,marokkanische Dattel,
3558,Marula-Frucht,Marula-Frucht,
3559,mediterrane Früchte,mediterrane Früchte,Fruchtige-Noten
3560,Medjoul-Dattel,Medjoul-Dattel,
3561,mexikanische Guave,mexikanische Guave,
3562,mexikanische Orange,mexikanische Orange,Zitrische-Noten
3563,Navelorange,Navelorange,Zitrische-Noten
3564,orientalische Früchte,orientalische Früchte,Fruchtige-Noten
3565,Pappelpflaume,Pappelpflaume,Fruchtige-Noten
3566,Pflaume Absolue,Pflaume Absolue,Fruchtige-Noten
3567,pinke Ananas,Ananas,
3568,pinke Guave,pinke Guave,
3569,Plumcot,Plumcot,
3570,Rainier-Kirsche,Rainier-Kirsche,Fruchtige-Noten
3571,Rome-Beauty-Apfel,Apfel,Fruchtige-Noten
3572,rosa Wassermelone,rosa Wassermelone,Fruchtige-Noten
3573,rote Dattel,rote Dattel,
3574,rote Guave,rote Guave,
3575,Sapote,Sapote,
3576,schwedischer grüner Apfel,Apfel,Fruchtige-Noten
3577,Sharonfrucht,Sharonfrucht,
3578,sizilianische Früchte,sizilianische Früchte,Fruchtige-Noten
3579,sizilianische pinke Grapefruit,Grapefruit,Zitrische-Noten
3580,Sommerfrüchte,Sommerfrüchte,
3581,Stachelannone,Stachelannone,
3582,Stella-Kirsche,Stella-Kirsche,Fruchtige-Noten
3583,Sternapfel,Apfel,Fruchtige-Noten
3584,Sternfrucht,Sternfrucht,
3585,südafrikanische Grapefruit,Grapefruit,Zitrische-Noten
3586,Süße Granadilla,Süße Granadilla,
3587,toskanische Früchte,toskanische Früchte,Fruchtige-Noten
3588,tropische Früchte,tropische Früchte,Fruchtige-Noten
3589,Tucumã-Frucht,Tucumã-Frucht,
3590,Umbu,Umbu,
3591,Waldfrüchte,Waldfrüchte,
3592,Wasserfrüchte,Wasserfrüchte,
3593,Zahedi-Dattel,Zahedi-Dattel,
3594,Zwetschge,Zwetschge,
3595,Hagebuttentee,Tee,Fruchtige-Noten
3596,japanischer Hagebutten-Pflaumenwein,japanischer Hagebutten-Pflaumenwein,Fruchtige-Noten
3597,gebackener Kürbis,gebackener Kürbis,Fruchtige-Noten
3598,gerösteter Kürbis,gerösteter Kürbis,Fruchtige-Noten
3599,gerösteter Kürbiskern,gerösteter Kürbiskern,Fruchtige-Noten
3600,grüner Kürbis,grüner Kürbis,Fruchtige-Noten
3601,Hokkaidō-Kürbis,Hokkaidō-Kürbis,Fruchtige-Noten
3602,Kürbis-Chai-Latte,Kürbis-Chai-Latte,Fruchtige-Noten
3603,Kürbis-Latte Macchiato,Kürbis-Latte Macchiato,Fruchtige-Noten
3604,Kürbis-Muffin,Kürbis-Muffin,Fruchtige-Noten
3605,Kürbisbrei,Kürbisbrei,Fruchtige-Noten
3606,Kürbisbrot,Kürbisbrot,Fruchtige-Noten
3607,Kürbisbutter,Kürbisbutter,Fruchtige-Noten
3608,Kürbiscreme,Kürbiscreme,Fruchtige-Noten
3609,Kürbiskeks,Kürbiskeks,Fruchtige-Noten
3610,Kürbiskern,Kürbiskern,Fruchtige-Noten
3611,Kürbiskuchen,Kürbiskuchen,Fruchtige-Noten
3612,Kürbiskuchen-Gewürz,Kürbiskuchen-Gewürz,Fruchtige-Noten
3613,Kürbispudding,Kürbispudding,Fruchtige-Noten
3614,Kürbisrebe,Kürbisrebe,Fruchtige-Noten
3615,Kürbisschale,Kürbisschale,Fruchtige-Noten
3616,Mönchsfrucht,Mönchsfrucht,
3617,weißer Kürbis,weißer Kürbis,Fruchtige-Noten
3618,Erdnuss,Nüsse,
3619,Haselnuss,Nüsse,
3620,Toffee,Toffee,Gourmand-Noten
3621,Betelnuss,Nüsse,
3622,geröstete Haselnuss,Nüsse,
3623,geröstete Nüsse,Nüsse,Fruchtige-Noten
3624,grüne Haselnuss,Nüsse,
3625,Haselnuss CO,Nüsse,
3626,Haselnuss-Milch,Nüsse,
3627,italienische Haselnuss,Nüsse,
3628,kandierte Haselnuss,Nüsse,
3629,karamellisierte Haselnuss,Nüsse,
3630,karamellisierte Nüsse,Nüsse,Fruchtige-Noten
3631,Kolanuss,Nüsse,
3632,mediterrane Nüsse,Nüsse,Fruchtige-Noten
3633,Nougat,Nougat,
3634,nussige Noten,Nüsse,
3635,Paradiesnuss,Nüsse,
3636,Pistazien-Nougat,Nüsse,Fruchtige-Noten
3637,portugiesische Kastanie,portugiesische Kastanie,Holzige-Noten
3638,verkohlte Kastanie,verkohlte Kastanie,Holzige-Noten
3639,Walnussmilch,Nüsse,Fruchtige-Noten
3640,weißer Nougat,weißer Nougat,
3641,grüne Olive,grüne Olive,Fruchtige-Noten
3642,italienisches Olivenholz,holzige Noten,Fruchtige-Noten
3643,Kalamata-Olive,Kalamata-Olive,Fruchtige-Noten
3644,Olive Absolue,Olive Absolue,Fruchtige-Noten
3645,Olive CO,Olive CO,Fruchtige-Noten
3646,Olivenbaum,Olivenbaum,Fruchtige-Noten
3647,Olivenbaumrinde,Olivenbaumrinde,Fruchtige-Noten
3648,Olivenblatt,Olivenblatt,Fruchtige-Noten
3649,Olivenblatt Absolue,Olivenblatt Absolue,Fruchtige-Noten
3650,Olivenholz,holzige Noten,Fruchtige-Noten
3651,russische Olivenblüte,russische Olivenblüte,Fruchtige-Noten
3652,schwarze Olive,schwarze Olive,Fruchtige-Noten
3653,brasilianische Pitanga,brasilianische Pitanga,
3654,gelbe Pitanga,gelbe Pitanga,
3655,Pitanga-Blatt,Pitanga-Blatt,
3656,schwarze Pitanga,schwarze Pitanga,
3657,chinesischer Rhabarber,chinesischer Rhabarber,Fruchtige-Noten
3658,grüner Rhabarber,grüner Rhabarber,Fruchtige-Noten
3659,kandierter Rhabarber,kandierter Rhabarber,Fruchtige-Noten
3660,Rhabarber-Cupcake,Rhabarber-Cupcake,Fruchtige-Noten
3661,Rhabarberblatt,Rhabarberblatt,Fruchtige-Noten
3662,Rhabarberkuchen,Rhabarberkuchen,Fruchtige-Noten
3663,Rhabarbertee,Tee,Fruchtige-Noten
3664,wilder Rhabarber,wilder Rhabarber,Fruchtige-Noten
3665,Ahornsaft,Ahornsaft,Grüne-Noten
3666,Ananassaft,Ananas,
3667,Apfelsaft,Apfel,Fruchtige-Noten
3668,Bambussaft,Bambussaft,Grüne-Noten
3669,Baumsaft,Baumsaft,Grüne-Noten
3670,Birnensaft,Birnensaft,
3671,Brombeersaft,Brombeersaft,
3672,Glühmost,Glühmost,
3673,Gojibeerensaft,Gojibeerensaft,
3674,Granatapfelsaft,Apfel,Fruchtige-Noten
3675,Grapefruitsaft,Grapefruit,Zitrische-Noten
3676,Grünkohlsaft,Grünkohlsaft,
3677,Himbeersaft,Himbeersaft,
3678,Kaktussaft,Kaktussaft,Grüne-Noten
3679,Kokosmilch,Kokosmilch,
3680,Kopfsalatsaft,Kopfsalatsaft,Grüne-Noten
3681,Limettensaft,Limetten,Zitrische-Noten
3682,Mandarinensaft,Mandarine,Zitrische-Noten
3683,Mangosaft,Mangosaft,
3684,Melonensaft,Melonensaft,Fruchtige-Noten
3685,Noni-Saft,Noni-Saft,
3686,Orangensaft,Orangensaft,Zitrische-Noten
3687,Pfirsichsaft,Pfirsichsaft,Fruchtige-Noten
3688,Pflanzensaft,Pflanzensaft,Grüne-Noten
3689,Pflaumensaft,Pflaumensaft,Fruchtige-Noten
3690,Traubensaft,Traubensaft,
3691,Wassermelonensaft,Wassermelonensaft,Fruchtige-Noten
3692,Zitronensaft,Zitrone,Zitrische-Noten
3693,afrikanische Tamarinde,afrikanische Tamarinde,Fruchtige-Noten
3694,indische Tamarinde,indische Tamarinde,Fruchtige-Noten
3695,kandierte Tamarinde,kandierte Tamarinde,Fruchtige-Noten
3696,malaysische Tamarinde,malaysische Tamarinde,Fruchtige-Noten
3697,mexikanische Tamarinde,mexikanische Tamarinde,Fruchtige-Noten
3698,Tamarindenblatt,Tamarindenblatt,Fruchtige-Noten
3699,gelbe Tomate,gelbe Tomate,Fruchtige-Noten
3700,getrocknete Tomate,getrocknete Tomate,Fruchtige-Noten
3701,grüne Tomate,grüne Tomate,Fruchtige-Noten
3702,Tomatenblatt,Tomatenblatt,Fruchtige-Noten
3703,Tomatenblatt Absolue,Tomatenblatt Absolue,Fruchtige-Noten
3704,Tomatenmarmelade,Tomatenmarmelade,Fruchtige-Noten
3705,Tomatenrebe,Tomatenrebe,Fruchtige-Noten
3706,Tomatensoße,Tomatensoße,Fruchtige-Noten
3707,Tonquitone,Tonquitone,Riechstoffe
3708,Amaranth,Amaranth,Getreide-Noten
3709,Brei,Brei,Getreide-Noten
3710,Camargue-Reis,Camargue-Reis,Getreide-Noten
3711,Carolina Gold-Reis,Carolina Gold-Reis,Getreide-Noten
3712,Cornflakes,Cornflakes,Getreide-Noten
3713,geröstete Gerste Orpur,geröstete Gerste Orpur,Getreide-Noten
3714,geröstete Haferflocken,geröstete Haferflocken,Getreide-Noten
3715,geröstetes Getreide,geröstetes Getreide,Getreide-Noten
3716,Getreidestärke,Getreidestärke,Getreide-Noten
3717,Haferflocken,Haferflocken,Getreide-Noten
3718,Hiobstränengras,Hiobstränengras,Getreide-Noten
3719,Kleie,Kleie,Getreide-Noten
3720,Kleie Absolue,Kleie Absolue,Getreide-Noten
3721,Leinsamen,Leinsamen,Getreide-Noten
3722,Maisflocken,Maisflocken,Getreide-Noten
3723,Müsli,Müsli,Getreide-Noten
3724,Reishülse,Reishülse,Getreide-Noten
3725,Roggen,Roggen,Getreide-Noten
3726,Roggensamen,Roggensamen,Getreide-Noten
3727,Rye-Whisky,Rye-Whisky,Getreide-Noten
3728,schwarzer Reis,schwarzer Reis,Getreide-Noten
3729,Treber,Treber,Getreide-Noten
3730,Zerealien,Zerealien,Getreide-Noten
3731,Buchweizen-Bienenwachs,Buchweizen-Bienenwachs,Getreide-Noten
3732,Buchweizenhonig,Honig,Getreide-Noten
3733,Sobacha-Tee,Tee,
3734,geröstete Gerste,geröstete Gerste,Getreide-Noten
3735,Gerstenmalz,Gerstenmalz,Getreide-Noten
3736,Hafer-Bier,Hafer-Bier,Getreide-Noten
3737,Haferheu,Haferheu,Getreide-Noten
3738,Haferkeks,Haferkeks,Getreide-Noten
3739,Hafermilch,Hafermilch,Getreide-Noten
3740,Haferstroh,Haferstroh,Getreide-Noten
3741,gerösteter Mais,gerösteter Mais,Getreide-Noten
3742,Maisbrot,Maisbrot,Getreide-Noten
3743,Maisgranne,Maisgranne,Getreide-Noten
3744,Maisgrieß,Maisgrieß,Getreide-Noten
3745,Maiskuchen,Maiskuchen,Getreide-Noten
3746,Maisschale,Maisschale,Getreide-Noten
3747,Maissirup,Maissirup,Getreide-Noten
3748,Maisstängel,Maisstängel,Getreide-Noten
3749,Popcorn Absolue,Gourmand Noten,
3750,Bier,Bier,
3751,Malz CO,Malz CO,Getreide-Noten
3752,Malzbier,Malzbier,Getreide-Noten
3753,Malzzucker,Gourmand Noten,Getreide-Noten
3754,verbranntes Malz,verbranntes Malz,Getreide-Noten
3755,Sake,Sake,Alkoholische-Noten
3756,Arrak,Arrak,
3757,Basmati-Milchreis,Basmati-Milchreis,
3758,Basmatireis,Basmatireis,
3759,chinesische Reisblüte,chinesische Reisblüte,Getreide-Noten
3760,französischer Reis,französischer Reis,Getreide-Noten
3761,Genmaicha-Tee,Tee,
3762,gerösteter Basmatireis,gerösteter Basmatireis,
3763,gerösteter Reis,gerösteter Reis,Getreide-Noten
3764,Ginjō-Sake,Ginjō-Sake,Alkoholische-Noten
3765,Klebreis,Klebreis,
3766,Kokos-Klebreis,Kokos-Klebreis,
3767,Milchreis,Milchreis,
3768,Milchreiskuchen,Milchreiskuchen,
3769,Mochi,Mochi,Gourmand-Noten
3770,Puffreis,Puffreis,
3771,Reis Absolue,Reis Absolue,Getreide-Noten
3772,Reisblatt,Reisblatt,Getreide-Noten
3773,Reisdampf,Reisdampf,Getreide-Noten
3774,Reismalz,Reismalz,Getreide-Noten
3775,Reismehl,Reismehl,Getreide-Noten
3776,Reismilch,Reismilch,Getreide-Noten
3777,Reispapier,Reispapier,Getreide-Noten
3778,Reispuder,Reispuder,Getreide-Noten
3779,Reisstroh,Reisstroh,Getreide-Noten
3780,Reistrieb,Reistrieb,Getreide-Noten
3781,Reiswasser,Reiswasser,Getreide-Noten
3782,Reiswein,Reiswein,Getreide-Noten
3783,Tapai Pulut,Tapai Pulut,
3784,weißer Reis,weißer Reis,Getreide-Noten
3785,Akaziensamen,Akaziensamen,Gourmand-Noten
3786,Chia-Samen,Chia-Samen,
3787,Dillsamen,Dillsamen,Krautige-Noten
3788,Gemüsesamen,Gemüsesamen,Grüne-Noten
3789,Sesam CO,Sesam CO,Würzige-Noten
3790,gerösteter Weizen,gerösteter Weizen,Getreide-Noten
3791,grüner Weizen,grüner Weizen,Getreide-Noten
3792,Weizen Absolue,Weizen Absolue,Getreide-Noten
3793,Weizengras,Weizengras,Getreide-Noten
3794,Weizenkleie,Weizenkleie,Getreide-Noten
3795,Weizenkleie Absolue,Weizenkleie Absolue,Getreide-Noten
3796,angebratenes Fleisch,angebratenes Fleisch,Gourmand-Noten
3797,Artischocke,Artischocke,Gourmand-Noten
3798,Aspik,Aspik,Gourmand-Noten
3799,Azuki-an,Azuki-an,Gourmand-Noten
3800,Baiser,Baiser,Gourmand-Noten
3801,Balsamessig,Balsamessig,Balsamische-Noten
3802,belgische weiße Schokolade,Gourmand Noten,Gourmand-Noten
3803,Bergamotte-Marmelade,Bergamotte,Gourmand-Noten
3804,Blauschimmelkäse,Blauschimmelkäse,Gourmand-Noten
3805,Bonbon,Bonbon,Gourmand-Noten
3806,brauner Zucker,Gourmand Noten,Gourmand-Noten
3807,Butterstreusel,Butterstreusel,Gourmand-Noten
3808,buttrige Note,buttrige Note,Gourmand-Noten
3809,Calisson,Calisson,Gourmand-Noten
3810,Champignon,Champignon,Gourmand-Noten
3811,Crème anglaise,Crème anglaise,Gourmand-Noten
3812,cremige Noten,cremige Noten,Gourmand-Noten
3813,Crêpe Suzette,Crêpe Suzette,Gourmand-Noten
3814,Cupcake,Cupcake,Gourmand-Noten
3815,dominikanischer Kakao,Kakao,Gourmand-Noten
3816,Dulce de leche,Dulce de leche,Gourmand-Noten
3817,dunkle Schokolade,Gourmand Noten,Gourmand-Noten
3818,dunkle Schokolade Absolue,Gourmand Noten,Gourmand-Noten
3819,Eier,Eier,Gourmand-Noten
3820,Energy-Drink,Energy-Drink,Gourmand-Noten
3821,Essig,Essig,Gourmand-Noten
3822,französische Schokolade,Gourmand Noten,Gourmand-Noten
3823,Frischkäse,Frischkäse,Gourmand-Noten
3824,gebackene Yamswurzel,gebackene Yamswurzel,Gourmand-Noten
3825,gegrilltes Fleisch,gegrilltes Fleisch,Gourmand-Noten
3826,geröstete Kastanie,geröstete Kastanie,Gourmand-Noten
3827,ghanaischer Kakao,Kakao,Gourmand-Noten
3828,Gianduja-Creme,Gianduja-Creme,Gourmand-Noten
3829,Gourmandnoten,Gourmand Noten,Gourmand-Noten
3830,Hefeteig,Hefeteig,Gourmand-Noten
3831,honduranischer Kakao,Kakao,Gourmand-Noten
3832,honduranischer Kakao Absolue,Kakao,Gourmand-Noten
3833,indischer Kakao Absolue,Kakao,Gourmand-Noten
3834,indonesischer Kakao,Kakao,Gourmand-Noten
3835,italienische dunkle Schokolade,Gourmand Noten,Gourmand-Noten
3836,italienische Schokolade,Gourmand Noten,Gourmand-Noten
3837,Jaggery-Zucker,Gourmand Noten,Gourmand-Noten
3838,Kakao-Likör,Kakao,Gourmand-Noten
3839,Kakaobohne,Kakao,Gourmand-Noten
3840,Kakaobohne Absolue,Kakao,Gourmand-Noten
3841,Kaper,Kaper,Gourmand-Noten
3842,karamellisierter brauner Zucker,Gourmand Noten,Gourmand-Noten
3843,Käse,Käse,Gourmand-Noten
3844,Kaviar,Kaviar,Gourmand-Noten
3845,Keks,Keks,Gourmand-Noten
3846,Kogashi-Shōyu,Kogashi-Shōyu,Gourmand-Noten
3847,kolumbianischer Kakao Absolue,Kakao,Gourmand-Noten
3848,Kondensmilch,Kondensmilch,Gourmand-Noten
3849,Kuchen,Kuchen,Gourmand-Noten
3850,Kulfi,Kulfi,Gourmand-Noten
3851,Lakritze Absolue,Gourmand Noten,Gourmand-Noten
3852,Lebkuchen,Lebkuchen,Gourmand-Noten
3853,Lokma,Lokma,Gourmand-Noten
3854,Lokum,Lokum,Gourmand-Noten
3855,Macaron,Macaron,Gourmand-Noten
3856,madagassischer Kakao Absolue,Kakao,Gourmand-Noten
3857,Makrone,Makrone,Gourmand-Noten
3858,Maltol,Maltol,Gourmand-Noten
3859,Mandelpaste,Nüsse,Fruchtige-Noten
3860,Marmelade,Marmelade,Gourmand-Noten
3861,Marmite,Marmite,Gourmand-Noten
3862,Marzipan,Marzipan,Gourmand-Noten
3863,Mascarpone,Mascarpone,Gourmand-Noten
3864,Milchcreme,Milchcreme,Gourmand-Noten
3865,Miso-an,Miso-an,Gourmand-Noten
3866,Mokka-Creme,Mokka-Creme,Gourmand-Noten
3867,Mozzarella,Mozzarella,Gourmand-Noten
3868,Muffin,Muffin,Gourmand-Noten
3869,nicaraguanischer Kakao,Kakao,Gourmand-Noten
3870,nicaraguanischer Kakao Absolue,Kakao,Gourmand-Noten
3871,Panettone,Panettone,Gourmand-Noten
3872,peruanische Kakaobohne Absolue,Kakao,Gourmand-Noten
3873,peruanische Schokolade,Gourmand Noten,Gourmand-Noten
3874,peruanischer Kakao,Kakao,Gourmand-Noten
3875,Pudding,Pudding,Gourmand-Noten
3876,Purpur-Yamswurzel-Marmelade,Purpur-Yamswurzel-Marmelade,Gourmand-Noten
3877,Ricotta,Ricotta,Gourmand-Noten
3878,Roastbeef,Roastbeef,Gourmand-Noten
3879,Sahne,Gourmand Noten,Gourmand-Noten
3880,Schokoladenpudding,Gourmand Noten,Gourmand-Noten
3881,Schwarze-Johannisbeere-Macaron,Schwarze-Johannisbeere-Macaron,Gourmand-Noten
3882,Spekulatiuscreme,Spekulatiuscreme,Gourmand-Noten
3883,süße Noten,süße Noten,Gourmand-Noten
3884,Tarte,Tarte,Gourmand-Noten
3885,Tiramisu,Tiramisu,Gourmand-Noten
3886,Trinitario-Kakao,Kakao,Gourmand-Noten
3887,Trüffel Absolue,Trüffel,Gourmand-Noten
3888,türkischer Karamell,türkischer Karamell,Gourmand-Noten
3889,Vanille-Baiser,Vanille,Orientalische-Noten
3890,Vanillepudding,Vanille,Orientalische-Noten
3891,venezolanische Schokolade,Gourmand Noten,Gourmand-Noten
3892,verbrannte Zuckerwatte,Gourmand Noten,Gourmand-Noten
3893,Waffeltüte,Waffeltüte,Gourmand-Noten
3894,weiße Sesampaste,weiße Sesampaste,Gourmand-Noten
3895,Zabaglione,Zabaglione,Gourmand-Noten
3896,Zitruskaviar,Zitruskaviar,Gourmand-Noten
3897,Zuckerwatte,Gourmand Noten,Gourmand-Noten
3898,Zwiebelsuppe,Zwiebelsuppe,Gourmand-Noten
3899,Ahornbutter,Ahornbutter,Holzige-Noten
3900,Erdnussbutter,Nüsse,
3901,Haselnussbutter,Nüsse,
3902,Kokosbutter,Kokosbutter,
3903,Lemon Curd,Lemon Curd,
3904,Mandelbutter,Nüsse,Fruchtige-Noten
3905,Maronencreme,Maronencreme,
3906,Nutella,Nutella,
3907,Salzkaramell,salzige Noten,Mineralische-Noten
