ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur,DuftnoteID,Duftnote,AllgemeineDuftnote,Duftgruppen
828,Très Jolie Câline ,Caline,Frauen,8.1,2023,Nicht angegeben,403.0,Tonkabohne,Tonka,Orientalische-Noten
828,Très Jolie Câline ,Caline,Frauen,8.1,2023,Nicht angegeben,404.0,Vanille,Vanille,Orientalische-Noten
828,Très Jolie Câline ,Caline,Frauen,8.1,2023,Nicht angegeben,463.0,Mandarine,Mandarine,Zitrische-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,27.0,Amber,Amber,Amber-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,403.0,Tonkabohne,Tonka,Orientalische-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,437.0,Ingwer,Ingwer,Würzige-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,453.0,Bergamotte,Bergamotte,Zitrische-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,463.0,Mandarine,Mandarine,Zitrische-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,472.0,Zitrone,Zitrone,Zitrische-Noten
829,Into The Joyful - Number : Les Heures Passent Zara ,Zara,Frauen,8.0,2023,Nicht angegeben,6490.0,Moschusnoten,Moschus,Moschus-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,2.0,Ambroxan,Ambroxan,Animalische-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,21.0,Freesie,Freesie,Blumige-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,128.0,Frangipani,Frangipani,Blumige-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,205.0,Ylang-Ylang,Ylang-Ylang,Blumige-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,289.0,Benzoe,Benzoe,Harzige-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,395.0,Moschus,Moschus,Moschus-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,404.0,Vanille,Vanille,Orientalische-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,615.0,Iod,Iod,Mineralische-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,1165.0,Jasmin-Sambac,Jasmin,Blumige-Noten
830,Avant et Après Isabey ,Isabey,Frauen,7.6,2023,Marie Schnirer,1261.0,Monoï,Monoï,Blumige-Noten
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,27.0,Amber,Amber,Amber-Noten
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,178.0,Pfingstrose,Rosen,Blumige-Noten
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,188.0,Rose,Rosen,Blumige-Noten
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,245.0,Praline,Gourmand Noten,Gourmand-Noten
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,394.0,Moos,Moos,Mosige-Noten
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,3406.0,Himbeere,Himbeere,
831,Red Temptation Summer Zara ,Zara,Frauen,7.3,2023,Nicht angegeben,3472.0,Litschi,Litschi,
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,27.0,Amber,Amber,Amber-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,147.0,Jasmin,Jasmin,Blumige-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,188.0,Rose,Rosen,Blumige-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,198.0,Tuberose,Rosen,Blumige-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,332.0,Sandelholz,Sandelholz,Mineralische-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,395.0,Moschus,Moschus,Moschus-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,404.0,Vanille,Vanille,Orientalische-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,453.0,Bergamotte,Bergamotte,Zitrische-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,463.0,Mandarine,Mandarine,Zitrische-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,1555.0,Apfelblüte,Apfel,Fruchtige-Noten
832,Mood for Tattoo Woman Annayake / アナヤケ ,Annayake,Frauen,6.9,2023,Nicht angegeben,1700.0,Pfirsichblüte,Pfirsichblüte,Fruchtige-Noten
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,5.0,Amberholz,Amber,Amber-Noten
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,21.0,Freesie,Freesie,Blumige-Noten
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,207.0,Patchouli,Patchouli,Orientalische-Noten
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,238.0,Karamell,Karamell,Gourmand-Noten
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,1266.0,nachtblühender Jasmin,Jasmin,Blumige-Noten
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,2651.0,Birnennektar,Birnennektar,
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,3413.0,Schwarze Johannisbeere,Schwarze Johannisbeere,
833,After Hours Sol de Janeiro ,Sol De Janeiro,Frauen,7.6,2023,Gino Percontino,4322.0,Vanillecreme,Vanille,Orientalische-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,159.0,Maiglöckchen,Maiglöckchen,Blumige-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,289.0,Benzoe,Benzoe,Harzige-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,332.0,Sandelholz,Sandelholz,Mineralische-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,395.0,Moschus,Moschus,Moschus-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,1165.0,Jasmin-Sambac,Jasmin,Blumige-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,3478.0,Pfirsich,Pfirsich,Fruchtige-Noten
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,3905.0,Maronencreme,Maronencreme,
834,This Is Her! Zadig Dream Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.4,2023,Sidonie Lancesseur,7730.0,Grapefruitschale,Grapefruit,Zitrische-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,147.0,Jasmin,Jasmin,Blumige-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,158.0,Magnolie,Magnolie,Blumige-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,178.0,Pfingstrose,Rosen,Blumige-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,204.0,weiße Blüten,weiße Blüten,Blumige-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,332.0,Sandelholz,Sandelholz,Mineralische-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,395.0,Moschus,Moschus,Moschus-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,404.0,Vanille,Vanille,Orientalische-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,453.0,Bergamotte,Bergamotte,Zitrische-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,3361.0,Kokosnuss,Nüsse,Fruchtige-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,3460.0,Apfel,Apfel,Fruchtige-Noten
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,3463.0,Birne,Birne,
835,Gold Dust Girl Happens ,Girl-Happens,Frauen,7.3,2023,Nicht angegeben,3478.0,Pfirsich,Pfirsich,Fruchtige-Noten
836,L'Eau d'Issey Pivoine Issey Miyake ,Issey Miyake,Frauen,6.2,2023,Marie Salamagne,3406.0,Himbeere,Himbeere,
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",119.0,Blauregen,Blauregen,Blumige-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",173.0,Osmanthus,Osmanthus,Blumige-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",188.0,Rose,Rosen,Blumige-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",201.0,Veilchen,Veilchen,Blumige-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",207.0,Patchouli,Patchouli,Orientalische-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",403.0,Tonkabohne,Tonka,Orientalische-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",453.0,Bergamotte,Bergamotte,Zitrische-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",6779.0,Vanille Absolue,Vanille,Orientalische-Noten
837,Guilty Elixir de Parfum pour Femme Gucci ,Gucci,Frauen,6.8,2023,"Nathalie Gracia-Cetto,
Quentin Bisch",7825.0,Mandora,Mandora,
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",9.0,Rum,Rum,Alkoholische-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",27.0,Amber,Amber,Amber-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",147.0,Jasmin,Jasmin,Blumige-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",332.0,Sandelholz,Sandelholz,Mineralische-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",404.0,Vanille,Vanille,Orientalische-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",463.0,Mandarine,Mandarine,Zitrische-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",474.0,Zitrusfrüchte,Zitrusfrüchte,Zitrische-Noten
838,Note Vanillée Nectar M. Micallef ,Martine Micallef,Frauen,8.6,2023,"Geoffrey Nejman,
Jean-Claude Astier",8041.0,Cognac,Cognac,Alkoholische-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",110.0,Weihrauch,Weihrauch,Orientalische-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",147.0,Jasmin,Jasmin,Blumige-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",207.0,Patchouli,Patchouli,Orientalische-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",289.0,Benzoe,Benzoe,Harzige-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",332.0,Sandelholz,Sandelholz,Mineralische-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",395.0,Moschus,Moschus,Moschus-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",453.0,Bergamotte,Bergamotte,Zitrische-Noten
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",3473.0,Mango,Mango,
839,Fame Parfum Paco Rabanne ,Paco Rabanne,Frauen,6.3,2023,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas",7245.0,rosa Pfeffer,Pfeffer,Würzige-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,14.0,Flieder,Flieder,Blumige-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,162.0,Mimose,Mimose,Blumige-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,188.0,Rose,Rosen,Blumige-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,207.0,Patchouli,Patchouli,Orientalische-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,287.0,Vetiver,Vetiver,Holzige-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,395.0,Moschus,Moschus,Moschus-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,453.0,Bergamotte,Bergamotte,Zitrische-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,598.0,ozonische Noten,ozonische Noten,Aquatische-Noten
840,My Sweetest Morphine Ex Nihilo ,Ex Nihilo,Frauen,7.1,2023,Nathalie Gracia-Cetto,6610.0,Solar-Note,Solar-Note,Ohne Klassifizierung
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,147.0,Jasmin,Jasmin,Blumige-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,178.0,Pfingstrose,Rosen,Blumige-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,188.0,Rose,Rosen,Blumige-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,285.0,Tee,Tee,
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,292.0,Elemiharz,Elemiharz,Balsamische-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,332.0,Sandelholz,Sandelholz,Mineralische-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,395.0,Moschus,Moschus,Moschus-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,456.0,Clementine,Clementine,Zitrische-Noten
841,Pivoine Souveraine Houbigant ,Houbigant,Frauen,7.3,2023,Céline Ellena,7245.0,rosa Pfeffer,Pfeffer,Würzige-Noten
842,Valentino Donna Born In Roma Pink PP Valentino ,Valentino,Frauen,7.5,2023,"Marie Salamagne,
Honorine Blanc,
Alberto Morillas,
Olivier Cresp",6.0,Bourbon-Vanille,Vanille,Orientalische-Noten
842,Valentino Donna Born In Roma Pink PP Valentino ,Valentino,Frauen,7.5,2023,"Marie Salamagne,
Honorine Blanc,
Alberto Morillas,
Olivier Cresp",171.0,Orangenblüte,Orangenblüte,Blumige-Noten
842,Valentino Donna Born In Roma Pink PP Valentino ,Valentino,Frauen,7.5,2023,"Marie Salamagne,
Honorine Blanc,
Alberto Morillas,
Olivier Cresp",7807.0,kalabrische grüne Mandarine,Mandarine,Zitrische-Noten
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben,27.0,Amber,Amber,Amber-Noten
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben,188.0,Rose,Rosen,Blumige-Noten
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben,207.0,Patchouli,Patchouli,Orientalische-Noten
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben,332.0,Sandelholz,Sandelholz,Mineralische-Noten
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben,395.0,Moschus,Moschus,Moschus-Noten
843,Look of Woman La Rive ,La Rive,Frauen,7.8,2023,Nicht angegeben,3478.0,Pfirsich,Pfirsich,Fruchtige-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,110.0,Weihrauch,Weihrauch,Orientalische-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,178.0,Pfingstrose,Rosen,Blumige-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,188.0,Rose,Rosen,Blumige-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,217.0,Rhabarber,Rhabarber,Fruchtige-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,287.0,Vetiver,Vetiver,Holzige-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,395.0,Moschus,Moschus,Moschus-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,453.0,Bergamotte,Bergamotte,Zitrische-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,962.0,Cashmeran,Cashmeran,Blumige-Noten
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,3472.0,Litschi,Litschi,
844,Perle Rare Le Rouge Panouge ,Panouge,Frauen,8.0,2023,Benoit Bergia,5587.0,Zedernholz,holzige Noten,Holzige-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,140.0,Heliotrop,Heliotrop,Blumige-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,168.0,Neroli,Neroli,Blumige-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,207.0,Patchouli,Patchouli,Orientalische-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,245.0,Praline,Gourmand Noten,Gourmand-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,403.0,Tonkabohne,Tonka,Orientalische-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,404.0,Vanille,Vanille,Orientalische-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,437.0,Ingwer,Ingwer,Würzige-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,463.0,Mandarine,Mandarine,Zitrische-Noten
845,Kagari for Her Annayake / アナヤケ ,Annayake,Frauen,7.5,2023,Nicht angegeben,3463.0,Birne,Birne,
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson,128.0,Frangipani,Frangipani,Blumige-Noten
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson,147.0,Jasmin,Jasmin,Blumige-Noten
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson,172.0,Orchidee,Orchidee,Blumige-Noten
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson,332.0,Sandelholz,Sandelholz,Mineralische-Noten
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson,404.0,Vanille,Vanille,Orientalische-Noten
846,Jimmy Choo Rose Passion Jimmy Choo ,Jimmy Choo,Frauen,7.0,2023,Nathalie Lorson,8027.0,Kokoswasser,Kokoswasser,Fruchtige-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,89.0,Ambra,Ambra,Animalische-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,147.0,Jasmin,Jasmin,Blumige-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,204.0,weiße Blüten,weiße Blüten,Blumige-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,256.0,Grüne Noten,Grüne Noten,
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,395.0,Moschus,Moschus,Moschus-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,453.0,Bergamotte,Bergamotte,Zitrische-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,458.0,Grapefruit,Grapefruit,Zitrische-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,472.0,Zitrone,Zitrone,Zitrische-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,3461.0,Aprikose,Aprikose,
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,3478.0,Pfirsich,Pfirsich,Fruchtige-Noten
847,Spring Flower Creed ,Creed,Frauen,5.3,2023,Nicht angegeben,5587.0,Zedernholz,holzige Noten,Holzige-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,8.0,Kakao,Kakao,Gourmand-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,147.0,Jasmin,Jasmin,Blumige-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,198.0,Tuberose,Rosen,Blumige-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,332.0,Sandelholz,Sandelholz,Mineralische-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,403.0,Tonkabohne,Tonka,Orientalische-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,404.0,Vanille,Vanille,Orientalische-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,3366.0,Mandel,Nüsse,Fruchtige-Noten
848,Mood for Art Woman Annayake / アナヤケ ,Annayake,Frauen,7.2,2023,Nicht angegeben,4043.0,Kaffee,Kaffee,
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,92.0,Leder,Leder,Animalische-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,146.0,Iris,Iris,Blumige-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,188.0,Rose,Rosen,Blumige-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,207.0,Patchouli,Patchouli,Orientalische-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,403.0,Tonkabohne,Tonka,Orientalische-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,453.0,Bergamotte,Bergamotte,Zitrische-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,3366.0,Mandel,Nüsse,Fruchtige-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,3470.0,Kirsche,Kirsche,Fruchtige-Noten
849,La Petite Robe Noire Guerlain  Eau de Parfum Absolue,Guerlain,Frauen,7.1,2023,Delphine Jelk,6799.0,geräucherter Tee,Tee,Rauchige-Noten
850,Papilio Puredistance ,Puredistance,Frauen,8.2,2023,Nathalie Feisthauer,2.0,Ambroxan,Ambroxan,Animalische-Noten
850,Papilio Puredistance ,Puredistance,Frauen,8.2,2023,Nathalie Feisthauer,7.0,Iriswurzel,Iris,Blumige-Noten
