ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur
348,Turquatic Creations Hue: Turquatic M∙A∙C ,Mac,Unisex,8.1,2005,Nicht angegeben
349,Sunset Heat Escada ,Escada,Frauen,6.8,2007,Nicht angegeben
350,Sal y Limón Carner ,Carner,Unisex,7.6,2022,Nicht angegeben
351,Eau Océane Biotherm ,Biotherm,Frauen,6.7,2012,"Fabrice Pellegrin,
Firmenich"
352,Sea Energy Cellular Energizing Body Spray La Prairie ,La Prairie,Unisex,7.5,2002,Nicht angegeben
353,Flor del Sol Escada ,Escada,Frauen,7.1,2020,"Honorine Blanc,
Nathalie Lorson"
354,CK One Summer  Calvin Klein ,Calvin Klein,Unisex,7.2,2014,"Richard Herpin,
Firmenich"
355,CK One Summer  Calvin Klein ,Calvin Klein,Unisex,6.3,2010,"Harry Frémont,
Firmenich"
356,CK One Summer Daze Calvin Klein ,Calvin Klein,Unisex,7.2,2022,"Ilias Ermenidis,
Clément Gavarry"
357,CK One Summer  Calvin Klein ,Calvin Klein,Unisex,7.4,2020,Laurent Le Guernec
358,CK One Reflections Calvin Klein ,Calvin Klein,Unisex,7.9,2023,"Christelle Laprade,
Alexandra Carlin"
359,Green Tea Summer Elizabeth Arden ,Elizabeth Arden,Frauen,7.3,2005,Francis Kurkdjian
360,Sun Bath Jil Sander ,Jil Sander,Frauen,6.7,2015,Philippe Bousseton
361,Salt Ellis Brooklyn ,Ellis-Brooklyn,Frauen,7.2,2020,Nicht angegeben
362,Endless Summer Amando Perez,Amando Perez,Unisex,7.9,2023,Nicht angegeben
363,Afternoon Splash Alexandria Fragrances ,Alexandria Fragrances,Unisex,8.7,2021,Nicht angegeben
364,Verveine Agrumes Citrus Verbena L'Occitane en Provence  Eau de Toilette,Loccitane En Provence,Unisex,7.8,2006,Nicht angegeben
365,Zara Emotions N° - Amalfi Sunray Zara  Eau de Parfum,Zara,Unisex,6.8,2019,Jo Malone
366,Fraîcheur Végétale de… Verveine Yves Rocher ,Yves Rocher,Unisex,6.9,2003,Nicht angegeben
367,Summer Splash Lancaster ,Lancaster,Frauen,6.2,2013,Nicht angegeben
368,Rem Coco Réminiscence ,Reminiscence,Frauen,7.5,2020,Nicht angegeben
369,Cool Water Game... for Man Davidoff  Eau de Toilette,Davidoff,Männer,6.5,2006,Pierre Wargnye
370,Light Blue pour Homme Sun Dolce & Gabbana ,Dolce Gabbana,Männer,7.3,2019,Alberto Morillas
371,Eau Radieuse Humięcki & Graef ,Humiecki  Graef,Frauen,7.3,2008,Christophe Laudamiel
372,Ananas Fizz L'Artisan Parfumeur ,Lartisan Parfumeur,Frauen,6.9,2004,Anne Flipo
373,Light Blue pour Homme Dolce & Gabbana  Eau de Toilette,Dolce Gabbana,Männer,6.7,2007,Alberto Morillas
374,Eau Fraîche Biotherm ,Biotherm,Frauen,6.5,2014,"Antoine Maisondieu,
Givaudan"
375,Chrome Sport Azzaro ,Azzaro,Männer,7.4,2010,Michel Almairac
376,Holidays Mancera ,Mancera,Frauen,7.8,2016,Nicht angegeben
377,Light Blue Sun Dolce & Gabbana ,Dolce Gabbana,Frauen,7.3,2019,Olivier Cresp
378,Mediterra Lemon Garden Hildegard Braukmann ,Hildegard Braukmann,Unisex,7.2,2013,Nicht angegeben
379,Tropical Punch Escada ,Escada,Frauen,7.4,2001,Philippe Romano
380,Light Blue pour Homme Forever Dolce & Gabbana ,Dolce Gabbana,Männer,8.0,2021,"Shyamala Maisondieu,
Roxanne Kirkpatrick,
Quentin Bisch,
Givaudan"
381,CK One Summer  Calvin Klein ,Calvin Klein,Unisex,6.0,2015,"Harry Frémont,
Firmenich"
382,Fior di Salina L'Erbolario ,L Erbolario,Unisex,7.4,2018,Nicht angegeben
383,New Study | postcard Miller et Bertaux ,Miller Et Bertaux,Unisex,7.6,2017,Nicht angegeben
384,On the Beach Louis Vuitton ,Louis Vuitton,Unisex,8.0,2021,Jacques Cavallier-Belletrud
385,Bello Rabelo - Eau Sanguine Liquides Imaginaires ,Liquides-Imaginaires,Unisex,7.0,2013,Nicht angegeben
386,Falling in Leaves Atkinsons ,Atkinsons,Frauen,7.9,2017,Nicht angegeben
387,Replica - Autumn Vibes Maison Margiela ,Maison Margiela,Unisex,6.7,2021,Fanny Bal
388,Copper Skies Kerosene ,Kerosene,Unisex,7.1,2011,"John Pegg Markeninhaber, Parfümhersteller"
389,Glühwein Pineward ,Pineward,Unisex,7.4,2021,"Nicholas Nilsson Markeninhaber, Parfümhersteller"
390,Praline in Maple Scents of Wood ,Scents-Of-Wood,Unisex,8.4,2021,Natasha Côté
391,Muse du Soir Georges Rech,Georges Rech,Frauen,7.7,2016,Alexandra Monet
392,Intricate Boadicea the Victorious,Boadicea The Victorious,Unisex,7.2,2010,Nicht angegeben
393,Trésor L'Absolu de Parfum Lancôme ,Lancome,Frauen,8.1,2013,Nicht angegeben
394,George Jardins d'Écrivains ,Jardins Decrivains,Unisex,7.1,2012,Anaïs Biguine
395,Eau de Mystique Wesker ,Wesker,Unisex,7.6,2020,Nicht angegeben
396,Les  Saisons - Automne M. Micallef ,Martine Micallef,Frauen,7.1,2004,"Geoffrey Nejman,
Jean-Claude Astier"
397,Autumn Nocturne Annette Neuffer ,Annette Neuffer,Unisex,8.3,2018,Annette Neuffer
398,Collection Première - Ambre Intense Evody,Evody,Unisex,7.7,2008,Aglae Nicolas
399,Revelries Pineward ,Pineward,Unisex,6.9,2021,"Nicholas Nilsson Markeninhaber, Parfümhersteller"
400, Peau d'Ambre Pierre Guillaume ,Pierre Guillaume,Unisex,7.3,2019,Pierre Guillaume
401,Art Collection - Sandal Granada Moresque ,Moresque,Unisex,8.1,2017,Nicht angegeben
402,Turmeric Latte Lush / Cosmetics To Go  Perfume,Lush,Unisex,7.9,2019,Nicht angegeben
403,Inquisitive Boadicea the Victorious,Boadicea The Victorious,Unisex,8.3,2012,Nicht angegeben
404,Madeleine Masque ,Masque,Frauen,7.3,2020,Fanny Bal
405,Wow! for Men Joop!  Eau de Parfum Intense,Joop,Männer,8.1,2019,Nicht angegeben
406,Vanilla Vibration Zara ,Zara,Frauen,8.1,2023,Nicht angegeben
407,Ambre Muscadin LM Parfums ,Lm Parfums,Unisex,6.9,2011,Nicht angegeben
408,Atelier d'Artiste Nez à Nez,Nez A Nez,Unisex,7.7,2010,Karine Chevallier
409,Spanish Veil Edward Bess ,Edward Bess,Frauen,7.3,2016,Carlos Benaïm
410,Sweet Tobacco Spirits . Man Made ,1821 Man Made,Männer,8.0,2015,Nicht angegeben
411,Velours Boisé Jacques Fath ,Jacques Fath,Unisex,7.3,2018,Luca Maffei
412,Pi Extreme Givenchy ,Givenchy,Männer,7.3,2015,Nicht angegeben
413,Secrets d'Essences - Rose Oud Yves Rocher ,Yves Rocher,Frauen,7.6,2016,Annick Ménardo
414,Rivalité Impériale Plume Impression,Plume Impression,Unisex,7.7,2019,Nicht angegeben
415,Sable Fauve Yves Rocher ,Yves Rocher,Frauen,7.1,2019,Marie Salamagne
416,"Behold, Patchouli Gallagher Fragrances ",Gallagher Fragrances,Unisex,8.0,2020,Daniel Gallagher
417,Lao Oud Bortnikoff  Extrait de Parfum,Bortnikoff,Unisex,7.8,2021,"Dmitry Bortnikoff Markeninhaber, Parfümhersteller"
418,Mea Culpa V Canto ,V Canto,Unisex,7.5,2015,Nicht angegeben
419,Café Tabac Aedes de Venustas ,Aedes De Venustas,Unisex,8.1,2023,Bertrand Duchaufour
420,Vaan Not Perfumes ,Not Perfumes,Unisex,7.8,2018,"Johanna Venables Markeninhaberin, Parfümherstellerin"
421,III-IV Tango Masque ,Masque,Unisex,8.1,2014,Cécile Zarokian
422,Sexual Healing Art Meets Art ,Art Meets Art,Unisex,7.8,2017,Christophe Raynaud
423,Vanilla Royale Sugared Patchouli |  Kayali ,Kayali,Frauen,7.2,2022,Gabriela Chelariu
424,Aoud Gourmet M. Micallef ,Martine Micallef,Unisex,7.0,2008,"Jean-Claude Astier,
Geoffrey Nejman"
425,Replica - Under the Stars Maison Margiela ,Maison Margiela,Unisex,6.9,2023,Meabh McCurtin
426,Infinite Sky Estēe Lauder ,Estee Lauder,Frauen,7.4,2021,Dominique Ropion
427,Oud Pashmina Montale ,Montale,Unisex,7.7,2021,Nicht angegeben
428,Nature Millénaire Yves Rocher ,Yves Rocher,Frauen,7.6,2000,Olivier Cresp
429,Plum in Cognac Scents of Wood ,Scents-Of-Wood,Unisex,8.4,2020,Pascal Gaurin
430,Warm Black Zara,Zara,Männer,7.6,2020,Nicht angegeben
431,Anti-Blues Pierre Guillaume ,Pierre Guillaume,Unisex,7.7,2019,Pierre Guillaume
432,Christmas Wine Pineward ,Pineward,Unisex,6.7,2020,"Nicholas Nilsson Markeninhaber, Parfümhersteller"
433,Festivus with the Mobster The Dua Brand / Dua Fragrances,The-Dua-Brand,Unisex,7.3,2016,Nicht angegeben
434,Jany Sora Dora ,Sora-Dora,Unisex,7.7,2023,"Margaux Le Paih-Guérin,
Flair"
435,Amber Oud Tobacco Edition Al Haramain / الحرمين ,Al Haramain,Unisex,8.3,2019,Nicht angegeben
436,Aqua Allegoria Winter Délice Guerlain ,Guerlain,Frauen,8.1,2000,Nicht angegeben
437,Note de Parfum - Coeur de Noisette Sinfonia di Note,Sinfonia Di Note,Frauen,7.3,2000,Nicht angegeben
438,Il Capriccio del Maestro Nobile  ,Nobile 1942,Unisex,8.7,1942,Michelle Moellhausen
439,Bisquit Arte Profumi ,Arte Profumi,Unisex,7.4,2021,Nicht angegeben
440,Incense Norma Kamali ,Norma Kamali,Unisex,7.9,1985,Nicht angegeben
441,Angelic Elixir The Dua Brand / Dua Fragrances ,The-Dua-Brand,Unisex,8.7,2021,Nicht angegeben
442,Angel - Le Goût du Parfum Mugler ,Mugler,Frauen,7.9,2011,Nicht angegeben
443,Bronzo Omnia Profumi ,Omnia Profumi,Frauen,7.9,2014,"Fabrizio Tagliacarne Markeninhaber, Parfümhersteller"
444,Perverso Baruti  Extrait de Parfum,Baruti,Unisex,6.9,2019,Spyros Drosopoulos
445,. Un Crime Exotique Pierre Guillaume ,Pierre Guillaume,Unisex,7.7,2006,Pierre Guillaume
446,Fairground Temptation Jean Poivre,Jean-Poivre,Unisex,7.3,2022,Nicht angegeben
447,Terryfic Oud Extrême By Terry ,By-Terry,Unisex,7.8,2015,Nicht angegeben
448,Ambre Khandjar Une Nuit Nomade ,Une Nuit Nomade,Unisex,7.8,2019,Jérôme Di Marino
449,Hypnotic Poison Elixir Dior ,Dior,Frauen,8.6,2008,François Demachy
450,Cacao Maison Tahité ,Maison-Tahite,Unisex,7.1,2021,David Maruitte
451,Addiction Words ,Words,Unisex,7.7,2016,Nicht angegeben
452,Chocolate Greedy Montale ,Montale,Unisex,7.5,2007,Nicht angegeben
453,Ginger Biscuit Jo Malone ,Jo Malone,Frauen,7.9,2013,Christine Nagel
454,Winter of  Kerosene ,Kerosene,Unisex,7.4,1999,"John Pegg Markeninhaber, Parfümhersteller"
455,Amun Mülhens  Eau de Toilette,Muelhens,Frauen,7.9,1981,Nicht angegeben
456,Habanos Royal Crown,Royal Crown,Männer,7.9,2014,Antonio Martino Visconti
457,Eau de Cacao Coppeneur ,Coppeneur,Unisex,8.1,2006,Nicht angegeben
458,Oudain عودين Lattafa / لطافة,Lattafa,Männer,7.1,2023,Nicht angegeben
459,Velvet Chocolate Theodoros Kalotinis ,Theodoros-Kalotinis,Unisex,7.5,2022,Theodoros Kalotinis
460,Ambre Secret La Maison de la Vanille ,La Maison De La Vanille,Unisex,6.9,2012,Nicht angegeben
461,Vanille Havane Les Indémodables  Eau de Parfum,Les Indemodables,Unisex,8.3,2020,Antoine Lie
463,Black Opium Yves Saint Laurent  Eau de Parfum Over Red,Yves Saint Laurent,Frauen,7.7,2024,"Nathalie Lorson,
Marie Salamagne,
Olivier Cresp,
Honorine Blanc"
464,For Her Musc Nude Narciso Rodriguez ,Narciso Rodriguez,Frauen,7.5,2024,Sonia Constant
465,Cheirosa ' Sol de Janeiro ,Sol De Janeiro,Frauen,7.9,2024,Jérôme Epinette
466,Queen of Silk Creed ,Creed,Frauen,7.1,2024,"Emilie Bouge,
Robertet"
467,Nomade Nuit d'Égypte Chloé ,Chloe,Frauen,7.4,2024,"Juliette Karagueuzoglou,
IFF (International Flavors & Fragrances)"
468,Love Delight Amouage ,Amouage,Frauen,7.3,2024,Pascal Gaurin
469,Teriaq ترياق Lattafa / لطافة ,Lattafa,Frauen,8.0,2024,Quentin Bisch
470,Valentino Donna Born In Roma Green Stravaganza Valentino ,Valentino,Frauen,6.8,2024,Juliette Karagueuzoglou
471,Alien Hypersense Mugler ,Mugler,Frauen,7.4,2024,Dominique Ropion
472,Miss Dior Parfum Dior ,Dior,Frauen,7.3,2024,Francis Kurkdjian
473,La Vie est Belle Rose Extraordinaire Lancôme ,Lancome,Frauen,7.7,2024,"Anne Flipo,
Dominique Ropion,
Caroline Dumur,
IFF (International Flavors & Fragrances)"
474,La Nuit Trésor Le Parfum Lancôme ,Lancome,Frauen,8.1,2024,"Amandine Clerc-Marie,
Honorine Blanc"
475,Scandal Absolu Jean Paul Gaultier ,Jean Paul Gaultier,Frauen,7.3,2024,"Daphné Bugey,
Fabrice Pellegrin,
Ane Ayo,
Firmenich"
476,My Way Nectar Giorgio Armani ,Giorgio Armani,Frauen,7.3,2024,Carlos Benaïm
477,Pistachio Infusion Zara ,Zara,Frauen,7.8,2024,Nicht angegeben
478,Pura Furla ,Furla,Frauen,8.2,2024,"Véronique Nyberg,
Mane"
479,The Scent Elixir for Her Hugo Boss ,Hugo Boss,Frauen,7.3,2024,Louise Turner
480,Elysium pour Femme Roja Parfums ,Roja Parfums,Frauen,6.7,2024,Roja Dove
481,Sirène Fragrance Du Bois ,Fragrance Du Bois,Frauen,8.1,2024,Nanako Ogi
482,This Is Really Her! Zadig & Voltaire ,Zadig  Voltaire,Frauen,6.9,2024,Sidonie Lancesseur
483,Flowerbomb Tiger Lily Viktor & Rolf ,Viktor Rolf,Frauen,7.2,2024,"Carlos Benaïm,
Domitille Michalon-Bertier,
IFF (International Flavors & Fragrances)"
484,Daisy Wild Marc Jacobs ,Marc Jacobs,Frauen,6.9,2024,"Sonia Constant,
Roxanne Kirkpatrick,
Adriana Medina-Baez,
Givaudan"
485,Good Girl Blush Elixir Carolina Herrera ,Carolina Herrera,Frauen,7.5,2024,Nicht angegeben
486,Angelic Vanilla Zara ,Zara,Frauen,8.0,2024,Nicht angegeben
487,Sensual Vanilla Zara ,Zara,Frauen,8.6,2024,Nicht angegeben
488,Olympēa Parfum Paco Rabanne ,Paco Rabanne,Frauen,7.1,2024,"Paul Guerlain,
Anne Flipo"
489,Mon Paradis Câline ,Caline,Frauen,7.8,2024,Nicht angegeben
490,Cosmic Kylie Jenner Kylie Cosmetics ,Kylie-Cosmetics,Frauen,6.2,2024,Nicole Mancini Issaq
491,Michalsky Berlin Summer ' for Women Michalsky ,Michalsky,Frauen,7.9,2024,Nicht angegeben
492,Acqua di Gioia Giorgio Armani  Eau de Parfum Intense,Giorgio Armani,Frauen,8.2,2024,"Anne Flipo,
IFF (International Flavors & Fragrances)"
493,Brisa Cubana Escada ,Escada,Frauen,7.3,2024,Nicht angegeben
494,Lilas Fragonard ,Fragonard,Frauen,8.4,2024,Aurélien Guichard
495,Bubble Forever Montale ,Montale,Frauen,7.7,2024,Nicht angegeben
496,Ruby Infusion Zara ,Zara,Frauen,8.0,2024,Nicht angegeben
497,E: Cashmere Musk Clive Christian ,Clive Christian,Frauen,7.6,2024,Christian Provenzano
498,Q Dolce & Gabbana  Eau de Parfum Intense,Dolce Gabbana,Frauen,7.6,2024,"Daphné Bugey,
Nathalie Lorson"
499,Green Tea Coconut Breeze Elizabeth Arden ,Elizabeth Arden,Frauen,7.7,2024,Nicht angegeben
500,Flower Ikebana Mimosa by Kenzo Kenzo ,Kenzo,Frauen,7.1,2024,Marie Salamagne
501,Ginza Night Shiseido / 資生堂 ,Shiseido,Frauen,7.1,2024,Nicht angegeben
502,Wyld Pink Ivy & Lane ,Ivy-Lane,Frauen,8.6,2024,Nicht angegeben
503,Eternity for Women Aromatic Essence Calvin Klein ,Calvin Klein,Frauen,6.2,2024,"Véronique Nyberg,
Julie Massé"
504,Metaphor La Rive ,La Rive,Frauen,8.5,2024,Nicht angegeben
505,Coconut Blush Ivy & Lane ,Ivy-Lane,Frauen,8.3,2024,Nicht angegeben
506,Moonlight Whisper Zara ,Zara,Frauen,7.8,2024,Jérôme Epinette
507,Idôle Lancôme  Eau de Toilette,Lancome,Frauen,7.8,2024,"Shyamala Maisondieu,
Nadège Le Garlantezec,
Adriana Medina-Baez,
Givaudan"
508,Fame Intense Paco Rabanne ,Paco Rabanne,Frauen,7.7,2024,Dora Baghriche-Arnaud
509,Pétales de Magnolia Houbigant ,Houbigant,Frauen,6.4,2024,Céline Ellena
510,Secrets of Love - Ô Féminin M. Micallef ,Martine Micallef,Frauen,6.7,2024,David Chieze
511,L'Interdit Tubéreuse Noire Givenchy ,Givenchy,Frauen,8.5,2024,Nicht angegeben
512,Easy Bake Huda Beauty ,Huda-Beauty,Frauen,7.3,2024,Gabriela Chelariu
513,Sensual Oud Zara ,Zara,Frauen,7.8,2024,Nicht angegeben
514,L'Eau d'Issey Solar Violet Issey Miyake ,Issey Miyake,Frauen,6.5,2024,Marie Salamagne
515,Rose Temeraire Zara ,Zara,Frauen,7.2,2024,Nicht angegeben
516,Oud Fool Roses Montale ,Montale,Frauen,8.0,2024,Nicht angegeben
517,L'Air du Temps x Atelier Anne Brun Nina Ricci ,Nina Ricci,Frauen,7.8,2024,Sonia Constant
518,Engel Dark for Her Rammstein ,Rammstein,Frauen,6.5,2024,Nicht angegeben
519,Elixir La Rive ,La Rive,Frauen,8.2,2024,Nicht angegeben
520,Herbae Iris Pallida L'Occitane en Provence ,Loccitane En Provence,Frauen,8.2,2024,Nicht angegeben
521,Girl of Now Rose Petal Elie Saab ,Elie Saab,Frauen,6.5,2024,Céline Barel
522,Schwarzes Herz Ayliva ,Ayliva,Frauen,6.2,2024,Nicht angegeben
523,Sweetheart Cherry Bath & Body Works ,Bath Body Works,Frauen,9.1,2024,Nicht angegeben
524,MCM Crush MCM ,Mcm,Frauen,7.3,2024,"Frank Voelkl,
Firmenich"
525,Rose Sincère Zara ,Zara,Frauen,7.5,2024,Nicht angegeben
526,Irrésistible Givenchy Givenchy  Eau de Parfum Very Floral,Givenchy,Frauen,7.4,2024,"Fanny Bal,
Anne Flipo,
Caroline Dumur,
IFF (International Flavors & Fragrances)"
527,Ambrosia Aurea Laura Biagiotti ,Laura Biagiotti,Frauen,6.5,2024,Paolo Cerizza
528,Divinum Ficus Laura Biagiotti ,Laura Biagiotti,Frauen,6.5,2024,Suzy Le Helley
529,Engel Pure for Her Rammstein ,Rammstein,Frauen,6.6,2024,Nicht angegeben
530,Crystal Noir Parfum Versace ,Versace,Frauen,7.1,2024,Nicht angegeben
531,Cosmic Emanuel Ungaro ,Emanuel Ungaro,Frauen,6.4,2024,Jérôme Epinette
532,Mood for a Dream Woman Annayake / アナヤケ ,Annayake,Frauen,7.3,2024,Nicht angegeben
533,L'Evidence Yves Rocher ,Yves Rocher,Frauen,6.8,2024,"Sonia Constant,
Marion Costero"
534,Monoï & Coco Berdoues ,Berdoues,Frauen,8.4,2024,Nicht angegeben
535,Lilys Nest Zara ,Zara,Frauen,8.5,2024,Nicht angegeben
536,Love Explosion Zara ,Zara,Frauen,7.7,2024,Nicht angegeben
537,Hypnotic Vanilla Bloom Zara ,Zara,Frauen,8.0,2024,Nicht angegeben
538,Berlin Nights Hoermanseder ,Hoermanseder,Frauen,7.1,2024,Nicht angegeben
539,C'est la rose Zara ,Zara,Frauen,7.7,2024,Nicht angegeben
540,Secret Infusion Zara ,Zara,Frauen,7.2,2024,Nicht angegeben
541,Felicità bugatti Fashion ,Bugatti-Fashion,Frauen,7.3,2024,Nicht angegeben
542,Cherry Bloom Nature Blossom / Juniper Lane ,Nature Blossom,Frauen,6.7,2024,Nicht angegeben
543,Tears on Mystic Sands Mystikum ,Mystikum,Frauen,8.6,2024,Mark Buxton
544,Summer é Amor Sol de Janeiro ,Sol De Janeiro,Frauen,7.2,2024,Jérôme Epinette
545,Without a Trace Fine'ry  Eau de Parfum,Fine-Ry,Frauen,7.3,2024,Nicht angegeben
546,Pistachio Please Fine'ry  Eau de Parfum,Fine-Ry,Frauen,7.9,2024,Nicht angegeben
547,Mystic Rose Zara ,Zara,Frauen,7.9,2024,Nicht angegeben
548,La Petite Robe Noire L'Eau Rose Guerlain ,Guerlain,Frauen,7.3,2024,Thierry Wasser
549,Carioca Crush Sol de Janeiro ,Sol De Janeiro,Frauen,7.9,2024,Jérôme Epinette
550,Spirit of Golden Blush Spirit ,Spirit,Frauen,6.3,2024,Nicht angegeben
551,Uva Dulcis Laura Biagiotti ,Laura Biagiotti,Frauen,5.4,2024,Nicht angegeben
552,Red Temptation Sandalwood Zara ,Zara,Frauen,8.3,2024,Nicht angegeben
553,Felicità Apricot bugatti Fashion ,Bugatti-Fashion,Frauen,7.0,2024,Nicht angegeben
554,Courage Harry Potter ,Harry-Potter,Frauen,5.2,2024,Nicht angegeben
555,Even You Betty Barclay  Eau de Toilette,Betty Barclay,Frauen,6.4,2024,Nicht angegeben
556,Red Temptation Vanille Zara ,Zara,Frauen,7.1,2024,Nicht angegeben
557,Juicy Infusion Zara ,Zara,Frauen,7.1,2024,Nicht angegeben
558,Evening Flowers Zara ,Zara,Frauen,6.8,2024,Nicht angegeben
559,Épisode Romantique Fleurs Blanches Jardin Bohème ,Jardin-Boheme,Frauen,7.5,2024,Nicht angegeben
560,Red Temptation Tobacco Zara ,Zara,Frauen,7.8,2024,Nicht angegeben
561,Pink Moments Esprit ,Esprit,Frauen,7.0,2024,Nicht angegeben
562,Passion Harry Potter ,Harry-Potter,Frauen,5.0,2024,Nicht angegeben
564,Perseus Parfums de Marly ,Parfums De Marly,Männer,7.5,2024,Nicht angegeben
565,Le Beau Paradise Garden Jean Paul Gaultier ,Jean Paul Gaultier,Männer,7.1,2024,Quentin Bisch
566,The Scent Elixir for Him Hugo Boss ,Hugo Boss,Männer,7.7,2024,Nelly Hachem Ruiz
567,Asad Zanzibar اسد Lattafa / لطافة ,Lattafa,Männer,7.5,2024,Fanny Bal
568,H Herbes Vives Hermès ,Hermes,Männer,7.7,2024,Christine Nagel
569,Scandal pour Homme Absolu Jean Paul Gaultier ,Jean Paul Gaultier,Männer,7.7,2024,Nicht angegeben
570,L'Homme Idéal Parfum Guerlain ,Guerlain,Männer,8.4,2024,Delphine Jelk
571,Gentleman Society Givenchy  Eau de Parfum Extrême,Givenchy,Männer,7.7,2024,"Karine Dubreuil-Sereni,
Takasago / 高砂"
572,Luna Rossa Ocean Le Parfum Prada ,Prada,Männer,7.5,2024,"Carlos Benaïm,
Anne Flipo,
IFF (International Flavors & Fragrances)"
573,Valentino Uomo Born In Roma Green Stravaganza Valentino ,Valentino,Männer,6.7,2024,Nicht angegeben
574,Titanium Gisada ,Gisada,Männer,7.9,2024,Nicht angegeben
575,Vetiver Parfum Guerlain ,Guerlain,Männer,8.2,2024,Delphine Jelk
576,Acqua di Giò Profondo Parfum Giorgio Armani ,Giorgio Armani,Männer,7.3,2024,Nicht angegeben
577,Habit Rouge Parfum Guerlain ,Guerlain,Männer,7.9,2024,Delphine Jelk
578,Bvlgari pour Homme Bvlgari  Eau de Parfum,Bvlgari,Männer,7.8,2024,Jacques Cavallier-Belletrud
579,Le Mâle Lover Jean Paul Gaultier ,Jean Paul Gaultier,Männer,7.2,2024,Nicht angegeben
580,Invictus Parfum Paco Rabanne ,Paco Rabanne,Männer,6.7,2024,"Caroline Dumur,
Anne Flipo"
581,Paris Rammstein ,Rammstein,Männer,7.4,2024,Nicht angegeben
582,This Is Really Him! Zadig & Voltaire ,Zadig  Voltaire,Männer,7.3,2024,Nathalie Lorson
583,Hero Parfum Burberry ,Burberry,Männer,7.4,2024,Aurélien Guichard
584,Y L'Elixir Yves Saint Laurent ,Yves Saint Laurent,Männer,6.5,2024,Dominique Ropion
585,For Him Vetiver Musc Narciso Rodriguez ,Narciso Rodriguez,Männer,6.9,2024,Mathilde Bijaoui
586,Bvlgari Man In Black Parfum Bvlgari ,Bvlgari,Männer,7.7,2024,Alberto Morillas
587,Acqua di Giò Profondo Giorgio Armani  Eau de Parfum,Giorgio Armani,Männer,7.8,2024,Nicht angegeben
588,Vibrant Leather & Tobacco Elixir Zara ,Zara,Männer,8.2,2024,Jérôme Epinette
589,Armani Code Giorgio Armani  Eau de Parfum,Giorgio Armani,Männer,8.2,2024,Nicht angegeben
590,The Most Wanted Azzaro  Eau de Toilette Intense,Azzaro,Männer,6.5,2024,"Nicolas Bonneville,
Honorine Blanc,
Firmenich"
591,Eternity for Men Aromatic Essence Calvin Klein ,Calvin Klein,Männer,6.5,2024,"Daphné Bugey,
Frank Voelkl"
592,L'Eau d'Issey pour Homme Solar Lavender Issey Miyake ,Issey Miyake,Männer,7.3,2024,"Marie Salamagne,
Firmenich"
593,Bad Boy Cobalt Elixir Carolina Herrera ,Carolina Herrera,Männer,7.1,2024,Nicht angegeben
594,D Red Diesel ,Diesel,Männer,7.1,2024,"Nisrine Bouazzaoui Grillié,
Louise Turner,
Shyamala Maisondieu,
Marypierre Julien"
595,Legend Blue Montblanc ,Montblanc,Männer,7.4,2024,"Michel Almairac,
Romain Almairac"
596,Boss Bottled Triumph Elixir Hugo Boss ,Hugo Boss,Männer,7.9,2024,"Annick Ménardo,
Suzy Le Helley"
597,Attraction Fatale Ryziger Parfums ,Ryziger-Parfums,Männer,6.8,2024,Christian Carbonnel a.k.a. Chris Maurice
598,Zara Man Blue Spirit Summer Zara ,Zara,Männer,8.6,2024,Nicht angegeben
599,Phantom Intense Paco Rabanne ,Paco Rabanne,Männer,7.4,2024,"Paul Guerlain,
Juliette Karagueuzoglou,
Dominique Ropion,
Anne Flipo"
600,Bogoss Vibrant Leather Summer Zara ,Zara,Männer,7.9,2024,Jérôme Epinette
601,Polo est.  Ralph Lauren ,Ralph Lauren,Männer,7.0,2024,Marie Salamagne
602,K Dolce & Gabbana  Eau de Parfum Intense,Dolce Gabbana,Männer,7.0,2024,"Daphné Bugey,
Nathalie Lorson"
603,For Him Red Edition Intense Zara ,Zara,Männer,8.2,2024,Nicht angegeben
604,Ambition Harry Potter ,Harry-Potter,Männer,6.8,2024,Nicht angegeben
605,Steel Elixir Rammstein ,Rammstein,Männer,8.8,2024,Nicht angegeben
606,IconiQ Gold bugatti Fashion ,Bugatti-Fashion,Männer,7.3,2024,Nicht angegeben
607,Vibrant Leather & Sandalwood Elixir Zara ,Zara,Männer,7.7,2024,Jérôme Epinette
608,Eros Energy Versace ,Versace,Männer,7.5,2024,Nicht angegeben
609,Herakles OrkusOdes ,Orkusodes,Männer,8.3,2024,Nicht angegeben
610,For Him Intense Zara ,Zara,Männer,8.8,2024,Nicht angegeben
611,Mood for a Dream Man Annayake / アナヤケ ,Annayake,Männer,7.3,2024,Nicht angegeben
612,Infinite Rich/Warm/Addictive Zara ,Zara,Männer,7.8,2024,Nicht angegeben
613,Apollon OrkusOdes ,Orkusodes,Männer,8.4,2024,Nicht angegeben
614,Zara Man Green Savage Summer Zara ,Zara,Männer,7.4,2024,Nicht angegeben
615,Vibrant Leather & Violet Elixir Zara ,Zara,Männer,8.1,2024,Jérôme Epinette
616,Solo Vulcan Loewe ,Loewe,Männer,8.1,2024,Núria Cruelles Borrull
617,(Flower Please) Zara ,Zara,Männer,8.4,2024,Nicht angegeben
618,(Shamanilla) Zara ,Zara,Männer,7.6,2024,Nicht angegeben
