ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur
890,Oudyssee Montale ,Montale,Männer,7.4,2023,Nicht angegeben
891,Light Blue pour Homme Summer Vibes Dolce & Gabbana ,Dolce Gabbana,Männer,6.6,2023,Alberto Morillas
892,Encre Indigo Lalique ,Lalique,Männer,7.7,2023,Annick Ménardo
893,Explorer Platinum Montblanc ,Montblanc,Männer,7.0,2023,"Bruno Jovanovic,
Nathalie Lorson,
Fabrice Pellegrin"
894,Regal White Zara ,Zara,Männer,7.6,2023,Nathalie Lorson
895,Ambre des Abysses Houbigant ,Houbigant,Männer,8.0,2023,"Luca Maffei,
Antoine Lie"
896,RedColorado M. Micallef ,Martine Micallef,Männer,7.6,2023,"Geoffrey Nejman,
Urs Castelletti"
897,Wanted Azzaro  Eau de Parfum,Azzaro,Männer,5.6,2023,Nicht angegeben
898,Coach Green Coach ,Coach,Männer,7.7,2023,Marie Salamagne
899,Polo Red Parfum Ralph Lauren ,Ralph Lauren,Männer,7.9,2023,Nicht angegeben
900,Full Moon over the Desert Zara ,Zara,Männer,7.8,2023,Jordi Fernández
901, Million Golden Oud Paco Rabanne ,Paco Rabanne,Männer,8.0,2001,Nicht angegeben
902,Tobacco Sublime Zara ,Zara,Männer,7.2,2023,Jordi Fernández
903,Elevated Oud Zara ,Zara,Männer,7.4,2023,Alberto Morillas
904,Authentic Self Man Abercrombie & Fitch ,Abercrombie Fitch,Männer,7.5,2023,Frank Voelkl
905,Kenzo Homme (Eau de Toilette Marine) Kenzo ,Kenzo,Männer,7.5,2023,Quentin Bisch
906,TOB/ Tobacco Tango Zara ,Zara,Männer,7.8,2023,Nicht angegeben
907,Evening Safari Drive Zara ,Zara,Männer,7.7,2023,Mylène Alran
908,Brioni Brioni  Eau de Parfum Essentiel,Brioni,Männer,8.0,2023,Michel Almairac
909,WO/ Café Et Cèdre Zara ,Zara,Männer,8.0,2023,Nicht angegeben
910,Ralph's Club Elixir Ralph Lauren ,Ralph Lauren,Männer,7.6,2023,Dominique Ropion
911,Halloween Man Mystery Halloween ,Halloween,Männer,7.4,2023,Nicolas Beaulieu
912,Phantom Parfum Paco Rabanne ,Paco Rabanne,Männer,6.4,2023,"Dominique Ropion,
Anne Flipo,
Juliette Karagueuzoglou"
913,Rochas Man Intense Rochas ,Rochas,Männer,7.9,2023,Maurice Roucel
914,Blooming Oud Zara ,Zara,Männer,8.0,2023,Alberto Morillas
915,CH Men Pasión Carolina Herrera ,Carolina Herrera,Männer,8.2,2023,"Antoine Maisondieu,
Christophe Raynaud"
916,Spell Caramel Zara ,Zara,Männer,7.1,2023,Jordi Fernández
917,Tabac Nomade Houbigant ,Houbigant,Männer,7.7,2023,"Luca Maffei,
Antoine Lie"
918,Lin Blanc Jeanne en Provence ,Jeanne En Provence,Männer,6.9,2023,Nicht angegeben
919,Polo Oud Ralph Lauren ,Ralph Lauren,Männer,8.7,2023,Nicht angegeben
920,Chrome Azzaro  Parfum,Azzaro,Männer,7.4,2023,"Daniela Andrier,
Christophe Raynaud,
Antoine Maisondieu,
Shyamala Maisondieu"
921,Virtuous Oud Zara ,Zara,Männer,7.6,2023,Alberto Morillas
922,Red Kiton ,Kiton,Männer,8.5,2023,Nicht angegeben
923,Signature Leather Tabac Zaharoff ,Zaharoff,Männer,8.0,2023,"Claude Dir,
Mane"
924,Des Cendres Les Abstraits ,Les-Abstraits,Männer,8.4,2023,Antoine Lie
925,Speed Legends Night Drive Ex Nihilo ,Ex Nihilo,Männer,7.7,2023,Jordi Fernández
926,Pasha de Cartier Noir Absolu Cartier ,Cartier,Männer,7.3,2023,Mathilde Laurent
927,MCM Onyx MCM ,Mcm,Männer,6.7,2023,Clément Gavarry
928,TOB/ Tabac-Treasure Zara ,Zara,Männer,7.6,2023,Nicht angegeben
929,Unexplored Noir Zara ,Zara,Männer,7.4,2023,Marion Costero
930,Patchouli Sauvage Houbigant ,Houbigant,Männer,7.1,2023,"Luca Maffei,
Antoine Lie"
931,Zafar Omanluxury ,Omanluxury,Männer,8.9,2023,Pierre-Constantin Guéros
932,Esencia Elixir Loewe ,Loewe,Männer,8.4,2023,Nicht angegeben
933,Oud Or Houbigant ,Houbigant,Männer,7.3,2023,"Luca Maffei,
Antoine Lie"
934,WO/ Wood Street Zara ,Zara,Männer,7.3,2023,Nicht angegeben
935,Cool Water Oceanic Edition Davidoff ,Davidoff,Männer,6.5,2023,Nicht angegeben
936,Blanc Ensoleillé Zara ,Zara,Männer,7.7,2023,Olivia Giacobetti
937,Fearless Cristiano Ronaldo ,Cristiano Ronaldo,Männer,8.2,2023,Nicht angegeben
938,Bad Boy Extreme Carolina Herrera ,Carolina Herrera,Männer,7.6,2023,"Quentin Bisch,
Louise Turner,
Yann Vasnier"
939,Brunello Cucinelli pour Homme Brunello Cucinelli ,Brunello-Cucinelli,Männer,8.5,2023,Olivier Cresp
940,Memorable Oud Zara ,Zara,Männer,7.0,2023,Alberto Morillas
941,Blurry La Rive ,La Rive,Männer,7.8,2023,Nicht angegeben
942,Nostalgia Blue Zara ,Zara,Männer,7.0,2023,Ilias Ermenidis
943,Black Dust Brooklyn Soap Company ,Brooklyn Soap Company,Männer,7.3,2023,Mark Buxton
944,Kani for Him Karl Kani ,Karl-Kani,Männer,6.2,2023,Nicht angegeben
945,Livre Blanc Zara ,Zara,Männer,7.5,2023,Olivia Giacobetti
946,Cedar Malaki Chopard ,Chopard,Männer,8.2,2023,Alberto Morillas
947,Pacific Chill Louis Vuitton ,Louis Vuitton,Unisex,8.1,2023,Jacques Cavallier-Belletrud
948,Sugar Leather Une Nuit Nomade ,Une Nuit Nomade,Unisex,8.4,2023,Anne-Sophie Behaghel
949,Guidance Amouage ,Amouage,Unisex,7.5,2023,Quentin Bisch
950,Moonlight Pana Dora ,Pana-Dora,Unisex,8.2,2023,Ibrahim Al-Zoubi Parfümhersteller
951,Infinity Montale ,Montale,Unisex,8.2,2023,Nicht angegeben
952,L'Eau Papier Diptyque ,Diptyque,Unisex,7.7,2023,Fabrice Pellegrin
953,Giardino di Boboli Roberto Ugolini ,Roberto Ugolini,Unisex,7.8,2023,Christian Carbonnel a.k.a. Chris Maurice
954,Un Jardin à Cythère Hermès ,Hermes,Unisex,7.5,2023,Christine Nagel
955,Ani X Nishane ,Nishane,Unisex,8.3,2023,Cécile Zarokian
956,Oud  Kai Porten Parfums Privés ,Kai-Porten-Parfums-Prives,Unisex,6.6,2023,Christian Carbonnel a.k.a. Chris Maurice
957,Cherry Smoke Tom Ford ,Tom Ford,Unisex,7.7,2023,Louise Turner
958,Vicebomb Simone Andreoli ,Simone Andreoli,Unisex,8.0,2023,Simone Andreoli
959,Bade'e Al Oud - Honor & Glory بديع العود Lattafa / لطافة ,Lattafa,Unisex,7.8,2023,Nicht angegeben
960,Amorist Marc Gebauer ,Marc-Gebauer,Unisex,7.8,2023,Christian Carbonnel a.k.a. Chris Maurice
961,Oud Maracujá Maison Crivelli ,Maison Crivelli,Unisex,8.3,2023,Jordi Fernández
962,Tobacco Honey Guerlain ,Guerlain,Unisex,7.6,2023,Delphine Jelk
963,Aqua Media Cologne Forte Maison Francis Kurkdjian ,Maison Francis Kurkdjian,Unisex,7.6,2023,Francis Kurkdjian
964,Fève Gourmande Guerlain ,Guerlain,Unisex,8.3,2023,Delphine Jelk
965,Amore Caffè Mancera ,Mancera,Unisex,8.0,2023,Nicht angegeben
966,Forever Love Pana Dora ,Pana-Dora,Unisex,8.4,2023,Ibrahim Al-Zoubi Parfümhersteller
967,Liam ليام Lattafa / لطافة ,Lattafa,Unisex,8.4,2023,Nicht angegeben
968,Ingenious Ginger Goldfield & Banks ,Goldfield  Banks,Unisex,7.9,2023,Hamid Merati-Kashani
969,Arancia La Spugnatura Acqua di Parma ,Acqua Di Parma,Unisex,7.9,2023,François Demachy
970,Aqua Regia XerJoff ,Xerjoff,Unisex,8.0,2023,Nicht angegeben
971,The Omniscient Mister Thompson Penhaligon's ,Penhaligons,Unisex,8.0,2023,"Fanny Bal,
IFF (International Flavors & Fragrances)"
972,Search Amouage ,Amouage,Unisex,7.8,2023,Alexis Grugeon
973,Aqua Allegoria Forte Bosca Vanilla Guerlain ,Guerlain,Unisex,7.2,2023,Delphine Jelk
974,Écrin de fumée Serge Lutens ,Serge Lutens,Unisex,8.1,2023,Nicht angegeben
975,Triumph of Bacchus Argos  Extrait de Parfum,Argos,Unisex,8.9,2023,Nicht angegeben
976,Astaral XerJoff ,Xerjoff,Unisex,7.9,2023,Nicht angegeben
977,Empiryan XerJoff ,Xerjoff,Unisex,7.6,2023,Nicht angegeben
978,Russian Oud II Areej Le Doré ,Areej Le Dore,Unisex,8.6,2023,Nicht angegeben
979,Gladiator Oud Electimuss ,Electimuss,Unisex,7.8,2023,Julien Rasquinet
980,Purpose Amouage ,Amouage,Unisex,7.6,2023,Quentin Bisch
981,Solaris Penhaligon's ,Penhaligons,Unisex,8.0,2023,Aliénor Massenet
982,Molecule  + Black Tea Escentric Molecules ,Escentric Molecules,Unisex,7.7,2001,Geza Schön
983,Layla XerJoff ,Xerjoff,Unisex,8.4,2023,Nicht angegeben
984,Smoking Hot Kilian ,Kilian,Unisex,7.8,2023,Mathieu Nardin
985,Byzantine Amber Francesca Bianchi ,Francesca Bianchi,Unisex,8.1,2023,Francesca Bianchi
986,Emporio Armani - Stronger With You Amber Giorgio Armani ,Giorgio Armani,Unisex,8.3,2023,Cécile Matton
987,Siracusa Gritti ,Gritti,Unisex,7.5,2023,Luca Gritti
988,Pas Ce Soir bdk Parfums  Extrait,Bdk Parfums,Unisex,7.8,2023,Violaine Collas
989,Vintage Radio Lattafa / لطافة ,Lattafa,Unisex,8.1,2023,Nicht angegeben
990,Siberian Musk III Areej Le Doré ,Areej Le Dore,Unisex,8.7,2023,Nicht angegeben
991,Torino XerJoff ,Xerjoff,Unisex,7.1,2023,Nicht angegeben
992,Ether XerJoff ,Xerjoff,Unisex,7.3,2023,Nicht angegeben
993,Soleil de Feu Tom Ford ,Tom Ford,Unisex,7.6,2023,"Shyamala Maisondieu,
Givaudan"
994,Hard Candy Élixir Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,9.0,2023,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
995,Ottoman Empire IV Areej Le Doré ,Areej Le Dore,Unisex,8.6,2023,Nicht angegeben
996,Groove Xcape XerJoff ,Xerjoff,Unisex,6.5,2023,Karine Vinchon-Spehner
997,Supernova Aaron Terence Hughes ,Aaron Terence Hughes,Unisex,8.6,2023,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
998,Kemi XerJoff ,Xerjoff,Unisex,7.9,2023,Nicht angegeben
999,Vanilla Powder Matière Première ,Matiere-Premiere,Unisex,7.1,2023,Aurélien Guichard
1000,Borabora Giardini di Toscana ,Giardini Di Toscana,Unisex,7.5,2023,Silvia Martinelli
1001,Vanille Planifolia Extrait  Guerlain ,Guerlain,Unisex,8.6,2021,"Delphine Jelk,
Thierry Wasser"
1002,Lineage Amouage ,Amouage,Unisex,7.3,2023,Karine Vinchon-Spehner
1003,Intense Red Tobacco Mancera ,Mancera,Unisex,7.9,2023,Nicht angegeben
1004,Vesper Glitz Ex Nihilo ,Ex Nihilo,Unisex,8.0,2023,Nadège Le Garlantezec
1005,Molécule C- - The Beach Zarkoperfume ,Zarko Perfume,Unisex,6.8,2023,Zarko Ahlmann Pavlov
1006,Hacivat X Nishane ,Nishane,Unisex,7.3,2023,Julien Rasquinet
1007,Lust for Sun Juliette Has A Gun ,Juliette Has A Gun,Unisex,7.1,2023,Romano Ricci
1008,Wūlóng Chá X Nishane ,Nishane,Unisex,7.8,2023,Julien Rasquinet
1009,Tonka Sarrapia Extrait  Guerlain ,Guerlain,Unisex,8.5,1975,"Delphine Jelk,
Thierry Wasser"
1010,Revolución Carner ,Carner,Unisex,8.2,2023,Benoist Lapouza
1011,Aqua Allegoria Forte Oud Yuzu Guerlain ,Guerlain,Unisex,7.1,2023,Delphine Jelk
1012,Lemon Tart Theodoros Kalotinis ,Theodoros-Kalotinis,Unisex,7.5,2023,Theodoros Kalotinis
1013,Animalique Byredo ,Byredo,Unisex,7.9,2023,Jérôme Epinette
1014,Sex Rammstein ,Rammstein,Unisex,6.7,2023,Michelle Moellhausen
1015,Oud Republic Pana Dora ,Pana-Dora,Unisex,8.7,2023,Ibrahim Al-Zoubi Parfümhersteller
1016,The History of Indonesian Oud Areej Le Doré ,Areej Le Dore,Unisex,7.9,2023,Nicht angegeben
1017,Latte di Cherry New Notes ,New-Notes,Unisex,7.7,2023,Nicht angegeben
1018,Heaven Can Wait Editions de Parfums Frédéric Malle ,Editions De Parfum Frederic Malle,Unisex,7.3,2023,Jean-Claude Ellena
1019,Myrrhe Mystère Tom Ford ,Tom Ford,Unisex,7.4,2023,"Rodrigo Flores-Roux,
Givaudan"
1020,Chinese Oud II 中國沉香 Areej Le Doré ,Areej Le Dore,Unisex,8.3,2023,Nicht angegeben
1021,Dioriviera Dior ,Dior,Unisex,7.5,2023,Francis Kurkdjian
1022,Town & Country Clive Christian ,Clive Christian,Unisex,7.8,2023,Nicht angegeben
1023,Bake Akro ,Akro,Unisex,7.8,2023,Olivier Cresp
1024,Aridal XerJoff ,Xerjoff,Unisex,7.7,2023,Nicht angegeben
1025,Vanille Leather bdk Parfums ,Bdk Parfums,Unisex,7.4,2023,Dominique Ropion
1026,Khamrah Qahwa خمرة Lattafa / لطافة ,Lattafa,Unisex,8.2,2023,"Jordi Fernández,
Givaudan"
1027,Blue Moon Ginger Dash Kilian ,Kilian,Unisex,6.8,2023,Sidonie Lancesseur
1028,BD Mallo ,Mallo,Unisex,8.2,2023,Antonio Lasheras Parfümhersteller
1029,Naki pernoire ,Pernoire,Unisex,7.5,2023,Andreas Wilhelm
1030,Blue Talisman Ex Nihilo ,Ex Nihilo,Unisex,8.1,2023,"Jordi Fernández,
Givaudan"
1031,Love At First Sight Une Nuit Nomade ,Une Nuit Nomade,Unisex,7.1,2023,Elia Chiche
1032,A Pantheon ,Pantheon,Unisex,8.2,2023,Nicht angegeben
1033,Molecule  + Ginger Escentric Molecules ,Escentric Molecules,Unisex,8.2,2001,Geza Schön
1034,Jasmin Bonheur Guerlain ,Guerlain,Unisex,7.0,2023,Delphine Jelk
1035,Walimah II Areej Le Doré ,Areej Le Dore,Unisex,8.2,2023,Nicht angegeben
1036,Sand and Skin Floraïku ,Floraiku,Unisex,8.2,2023,Nicht angegeben
1037,Electric Cherry Tom Ford ,Tom Ford,Unisex,6.6,2023,Louise Turner
1038,Cologne Officinale Heeley ,Heeley,Unisex,8.2,2023,James Heeley
1039,Sticky Lips Francesca Bianchi ,Francesca Bianchi,Unisex,8.4,2023,Francesca Bianchi
1040,WAM Mallo ,Mallo,Unisex,8.0,2023,Antonio Lasheras Parfümhersteller
1041,Siesta Ramón Monegal ,Ramon Monegal,Unisex,7.9,2023,Ramón Monegal Maso
1042,Musc K Ella K Parfums ,Ella K Parfums,Unisex,7.8,2023,Sonia Constant
1043,Mongolian Mriga Prin ,Prin,Unisex,8.6,2023,Prin Lomros
1044,Nomade Chloé  Eau de Parfum Naturelle,Chloe,Frauen,8.0,2022,Caroline Dumur
1045,Aqua Allegoria Nerolia Vetiver Guerlain ,Guerlain,Frauen,7.3,2022,"Delphine Jelk,
Thierry Wasser"
1046,J'adore Parfum d'Eau Dior ,Dior,Frauen,7.9,2022,François Demachy
1047,Scandal Le Parfum Jean Paul Gaultier ,Jean Paul Gaultier,Frauen,7.9,2022,"Fabrice Pellegrin,
Daphné Bugey,
Ane Ayo"
1048,Lovefest Burning Cherry |  Kayali ,Kayali,Frauen,7.6,2023,"Philippine Courtière,
Gabriela Chelariu,
Firmenich"
1049,Alien Goddess Mugler  Eau de Parfum Intense,Mugler,Frauen,7.9,2022,"Marie Salamagne,
Nathalie Lorson"
1050,Olympēa Solar Paco Rabanne ,Paco Rabanne,Frauen,7.9,2022,Anne Flipo
1051,Paradoxe Prada ,Prada,Frauen,6.8,2022,"Nadège Le Garlantezec,
Antoine Maisondieu,
Shyamala Maisondieu"
1052,Narciso Narciso Rodriguez  Eau de Parfum Cristal,Narciso Rodriguez,Frauen,7.5,2022,Nicht angegeben
1053,La Nuit Trésor Intense Lancôme ,Lancome,Frauen,7.4,2022,"Amandine Clerc-Marie,
Firmenich"
1054,La Belle Paradise Garden La Belle Fleur Terrible Jean Paul Gaultier ,Jean Paul Gaultier,Frauen,7.2,2022,Quentin Bisch
1055,N° L'Eau Rouge Chanel ,Chanel,Frauen,7.4,2022,Olivier Polge
1056,Ginza Shiseido / 資生堂  Eau de Parfum Murasaki,Shiseido,Frauen,7.3,2022,"Karine Dubreuil-Sereni,
Maïa Lernout"
1057,Black Opium Yves Saint Laurent  Eau de Parfum Illicit Green,Yves Saint Laurent,Frauen,7.2,2022,Nathalie Lorson
1058,Aqua Allegoria Forte Mandarine Basilic Guerlain ,Guerlain,Frauen,7.9,2022,Delphine Jelk
1059,Oui La Vie est Belle Lancôme ,Lancome,Frauen,7.4,2022,Nicht angegeben
1060,Idôle L'Eau de Parfum Nectar Lancôme ,Lancome,Frauen,7.4,2022,"Shyamala Maisondieu,
Nadège Le Garlantezec,
Adriana Medina-Baez"
1061,Wind Flowers Creed ,Creed,Frauen,6.7,2022,Nicht angegeben
1062,Good Fortune Viktor & Rolf ,Viktor Rolf,Frauen,6.6,2022,"Nicolas Beaulieu,
Anne Flipo"
1063,Sunset Jil Sander  Eau de Parfum,Jil Sander,Frauen,7.3,2022,Sonia Constant
1064,Flora Gorgeous Jasmine Gucci ,Gucci,Frauen,7.5,2022,Alberto Morillas
1065,Fame Paco Rabanne ,Paco Rabanne,Frauen,6.8,2022,"Dora Baghriche-Arnaud,
Marie Salamagne,
Alberto Morillas,
Fabrice Pellegrin"
1066,Very Good Girl Glam Carolina Herrera ,Carolina Herrera,Frauen,7.4,2022,"Quentin Bisch,
Louise Turner,
Shyamala Maisondieu"
1067,Her Burberry  Eau de Toilette,Burberry,Frauen,7.5,2022,Louise Turner
1068,L'Air du Temps À Paris chez Antoinette Poisson. Nina Ricci  Eau de Toilette,Nina Ricci,Frauen,8.0,2022,"Louise Turner,
Nathalie Gracia-Cetto"
1069,This Is Her! Vibes of Freedom Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.1,2022,Sidonie Lancesseur
1070,Coco Vanilla Nature Blossom / Juniper Lane ,Nature Blossom,Frauen,7.2,2022,Nicht angegeben
1071,Trussardi Pure Jasmine Trussardi ,Trussardi,Frauen,7.9,2022,"Julie Massé,
Violaine Collas"
1072,Sì Passione Éclat Giorgio Armani ,Giorgio Armani,Frauen,6.7,2022,Julie Massé
1073,Imperiale - Iris Malika Chopard ,Chopard,Frauen,8.0,2022,Dora Baghriche-Arnaud
1074,A Drop d'Issey Issey Miyake  Eau de Parfum Fraîche,Issey Miyake,Frauen,7.0,2022,"Ane Ayo,
Firmenich"
1075,Valentino Donna Born In Roma Coral Fantasy Valentino ,Valentino,Frauen,6.8,2022,"Nadège Le Garlantezec,
Jacques Huclier"
1076,Les Belles de Nina - Nina Soleil Nina Ricci ,Nina Ricci,Frauen,7.7,2022,"Amandine Clerc-Marie,
Olivier Cresp"
1077,Cherry in Japan Escada ,Escada,Frauen,6.8,2022,Honorine Blanc
1078,Magnolia Bliss Juliette Has A Gun ,Juliette Has A Gun,Frauen,6.7,2022,Romano Ricci
1079,Girl of Now Lovely Elie Saab ,Elie Saab,Frauen,7.8,2022,Dominique Ropion
1080,L'Interdit Givenchy  Eau de Toilette,Givenchy,Frauen,7.7,2022,"Anne Flipo,
Dominique Ropion,
Fanny Bal"
1081,Light Blue Italian Love Dolce & Gabbana ,Dolce Gabbana,Frauen,7.8,2022,Nicht angegeben
1082,Pink Me Up Atelier des Ors ,Atelier Des Ors,Frauen,7.1,2022,Marie Salamagne
1083,My Way Floral Giorgio Armani ,Giorgio Armani,Frauen,7.1,2022,"Carlos Benaïm,
Pascal Gaurin"
1084,The Scent Le Parfum for Her Hugo Boss ,Hugo Boss,Frauen,7.4,2022,Nathalie Gracia-Cetto
1085,L'Interdit Nocturnal Jasmine Givenchy ,Givenchy,Frauen,8.0,2022,Nicht angegeben
1086,Aqua Allegoria Forte Rosa Rossa Guerlain ,Guerlain,Frauen,7.6,2022,Delphine Jelk
1087,Soleil Vibrant Lalique Lalique ,Lalique,Frauen,7.9,2022,"Nathalie Lorson,
Alexandra Monet"
1088,Yes I Am Delicious Cacharel ,Cacharel,Frauen,7.2,2022,"Alexis Grugeon,
Honorine Blanc,
Firmenich"
1089,Pussy Rammstein ,Rammstein,Frauen,5.5,2022,Alexandre Illan
1090,Bloom Gucci  Eau de Toilette,Gucci,Frauen,7.6,2022,Alberto Morillas
1091,L-O-V-E Annette Neuffer ,Annette Neuffer,Frauen,8.8,2022,Annette Neuffer
1092,Bronze Goddess Nuit Estēe Lauder ,Estee Lauder,Frauen,7.8,2022,Nicht angegeben
1093,Folie d'un Soir Goutal ,Goutal,Frauen,7.6,2022,"Mathieu Nardin,
Julie Massé"
1094,L'Essence de la Terre Jardin Bohème ,Jardin-Boheme,Frauen,7.2,2022,Nicht angegeben
1095,Motörhead Woman Motörhead ,Motorhead,Frauen,7.5,2022,Nicht angegeben
1096,Cheirosa ' Brazilian Crush Cheirosa ' Sol de Janeiro ,Sol De Janeiro,Frauen,7.4,2022,Jérôme Epinette
1097,Guilty pour Femme Gucci  Eau de Parfum Intense,Gucci,Frauen,7.6,2022,Nathalie Gracia-Cetto
1098,La Petite Robe Noire Rose Rose Rose Guerlain ,Guerlain,Frauen,8.3,2022,"Delphine Jelk,
Thierry Wasser"
1099,My Shiny Vanilla Yves Rocher ,Yves Rocher,Frauen,7.4,2022,Nicht angegeben
1100,Chérie de Fleurs Câline ,Caline,Frauen,7.4,2022,Nicht angegeben
1101,Chloé Rose Naturelle Intense Chloé ,Chloe,Frauen,7.6,2022,Alexis Dadier
1102,Boss Alive Intense Hugo Boss ,Hugo Boss,Frauen,6.3,2022,Nicht angegeben
1103,Kogaï for Her Annayake / アナヤケ ,Annayake,Frauen,7.9,2022,Nicht angegeben
1104,Rouge Intense Câline ,Caline,Frauen,7.8,2022,Nicht angegeben
1105,Arte Bellissimo Romantic Orientica ,Orientica,Frauen,8.2,2022,Nicht angegeben
1106,Mille et Une Roses Lancôme ,Lancome,Frauen,7.5,2022,Nicht angegeben
1107,Versace pour Femme Dylan Purple Versace ,Versace,Frauen,7.6,2022,Christophe Raynaud
1108,Flower by Kenzo L'Absolue Kenzo ,Kenzo,Frauen,6.8,2022,Alberto Morillas
1109,L'Eau d'Issey Eau & Magnolia Issey Miyake ,Issey Miyake,Frauen,6.1,2022,"Daphné Bugey,
Firmenich"
1110,Stories Of Love - Soleil Passion M. Micallef ,Martine Micallef,Frauen,6.5,2022,"Geoffrey Nejman,
Alain Alchenberger"
1111,Eau Extraordinaire Clarins ,Clarins,Frauen,7.2,2022,Nicht angegeben
1112,Gabrielle Chanel Parfum Chanel ,Chanel,Frauen,8.8,2022,Olivier Polge
1113,Persephone's Patchouli Electimuss ,Electimuss,Frauen,8.0,2022,Christian Provenzano
1114,Her Elixir de Parfum Burberry ,Burberry,Frauen,7.6,2022,"Jérôme Di Marino,
Maïa Lernout"
1115,Bad Magic Motörhead ,Motorhead,Frauen,7.6,2022,Nicht angegeben
1116,I Want Choo Forever Jimmy Choo ,Jimmy Choo,Frauen,7.1,2022,"Sonia Constant,
Louise Turner"
1117,White Tea Elizabeth Arden  Eau de Parfum,Elizabeth Arden,Frauen,8.0,2022,"Rodrigo Flores-Roux,
Jacques Huclier"
1118,Flower by Kenzo Poppy Bouquet Kenzo  Eau de Toilette,Kenzo,Frauen,7.1,2022,"Alberto Morillas,
Dora Baghriche-Arnaud"
1119,Irrésistible Givenchy Givenchy  Eau de Toilette Fraîche,Givenchy,Frauen,7.5,2022,"Anne Flipo,
Fanny Bal,
Dominique Ropion"
1120,Sur la Lande Yves Rocher  Eau de Parfum,Yves Rocher,Frauen,6.8,2022,Caroline Dumur
1121,Tommy Girl Summer Ocean Wave Tommy Hilfiger ,Tommy Hilfiger,Frauen,7.7,2022,Jacques Huclier
1122,Her Annayake / アナヤケ ,Annayake,Frauen,7.8,2022,Nicht angegeben
1123,Cherry Noir Christina Aguilera ,Christina Aguilera,Frauen,6.0,2022,Nicht angegeben
1124,Daisy Ever So Fresh Marc Jacobs ,Marc Jacobs,Frauen,7.2,2022,Alberto Morillas
1125,La Petite Robe Noire Guerlain  Eau de Parfum Intense,Guerlain,Frauen,7.0,2022,Delphine Jelk
1126,Mon Rouge! Bloom in Love Yves Rocher ,Yves Rocher,Frauen,6.9,2022,Caroline Dumur
1127,Dolce Lily Dolce & Gabbana ,Dolce Gabbana,Frauen,6.3,2022,"Nathalie Gracia-Cetto,
Nisrine Bouazzaoui Grillié"
1128,Power Anima Aromatics ,Anima-Aromatics,Frauen,7.2,2022,Nicht angegeben
1129,Magnolia Infinita Acqua di Parma ,Acqua Di Parma,Frauen,6.9,2022,Nicht angegeben
1130,Les Essences - Ambre Royal Jardin Bohème ,Jardin-Boheme,Frauen,7.6,2022,Nicht angegeben
1131,Green Tea Lychee Lime Elizabeth Arden ,Elizabeth Arden,Frauen,7.8,2022,"Rodrigo Flores-Roux,
Givaudan"
1132,La Vie est Belle L'Éveil Lancôme ,Lancome,Frauen,8.4,2022,Nicht angegeben
1133,Oasis Dawn Estēe Lauder ,Estee Lauder,Frauen,7.7,2022,Carlos Benaïm
1134,Born Dreamer Charli D'Amelio ,Charli-D-Amelio,Frauen,6.9,2022,Robertet
1135,Cattitude No.  Böser Kater ,Boser-Kater,Frauen,6.5,2002,Nicht angegeben
1136,Magnetic Woman Bruno Banani  Eau de Parfum,Bruno Banani,Frauen,6.6,2022,Nicht angegeben
1137,Vici. Gemelli Profumo ,Gemelli-Profumo,Frauen,7.0,2022,Nicht angegeben
1138,Baiser Volé Parfum Cartier ,Cartier,Frauen,8.4,2022,Mathilde Laurent
1139,Miss Dior Rose Essence Dior ,Dior,Frauen,7.6,2022,François Demachy
1140,Terre d'Hermès Eau Givrée Hermès ,Hermes,Männer,8.3,2022,Christine Nagel
1141,Acqua di Giò pour Homme Giorgio Armani  Eau de Parfum,Giorgio Armani,Männer,7.8,2022,Nicht angegeben
1142,Noir Extreme Parfum Tom Ford ,Tom Ford,Männer,8.3,2022,Sonia Constant
1143,Apex Roja Parfums  Eau de Parfum,Roja Parfums,Männer,7.6,2022,Roja Dove
1144,Light Blue pour Homme Italian Love Dolce & Gabbana ,Dolce Gabbana,Männer,8.3,2022,Nicht angegeben
1145,Armani Code Parfum Giorgio Armani ,Giorgio Armani,Männer,7.7,2022,Antoine Maisondieu
1146,The Most Wanted Parfum Azzaro ,Azzaro,Männer,8.3,2022,"Shyamala Maisondieu,
Roxanne Kirkpatrick"
1147,Le Beau Le Parfum Jean Paul Gaultier ,Jean Paul Gaultier,Männer,8.0,2022,Quentin Bisch
1148,Waidmanns Heil Rammstein ,Rammstein,Männer,7.5,2022,Alexandre Illan
1149,H Hermès  Eau de Parfum,Hermes,Männer,7.8,2022,Christine Nagel
1150, Million Elixir Paco Rabanne ,Paco Rabanne,Männer,7.7,2001,"Christophe Raynaud,
Quentin Bisch"
1151,Valentino Uomo Born In Roma Coral Fantasy Valentino ,Valentino,Männer,7.5,2022,"Nicolas Beaulieu,
Jean-Christophe Hérault"
1152,Emporio Armani - Stronger With You Oud Giorgio Armani ,Giorgio Armani,Männer,8.3,2022,Cécile Matton
1153,Emporio Armani - Stronger With You Only Giorgio Armani ,Giorgio Armani,Männer,7.9,2022,Cécile Matton
